LMP_923_R2B1	LMP.Olap_923_R2B1	LMP_923_R3B1	LMP.Olap_923_R3B1	LMP_923_R1B2	LMP.Olap_923_R1B2
ENSG00000085999.12|RAD54L	875.07	1102.88	681.06	1159.14	983.32	926.27
ENSG00000086015.21|MAST2	1438	1459	1073	1501	1426	1412
ENSG00000086061.16|DNAJA1	5960	5307	4413	6095	6733	5382
ENSG00000086062.12|B4GALT1	390	400	240	438	425	363
ENSG00000086065.14|CHMP5	1320	1141	859	1159	1344	1064
ENSG00000086102.19|NFX1	1602	1524	1238	1680	1581	1405
ENSG00000086189.10|DIMT1	847	728	589	904	794	644
ENSG00000086200.16|IPO11	1057	1155	708	1424.15	1020	978
ENSG00000086232.13|EIF2AK1	7137.97	6560.16	4746.25	7008.72	6839.01	5711.49
ENSG00000086289.12|EPDR1	471	363	350	490	548	410
ENSG00000086300.15|SNX10	1640	1335	1046	1622	1681	1269
ENSG00000086475.15|SEPHS1	1471.99	1292	1094	1411.99	1481	1210
ENSG00000086504.16|MRPL28	888.37	830.49	784.15	764.6	907.68	772.45
ENSG00000086544.3|ITPKC	363	417	301	423	436	394
ENSG00000086570.12|FAT2	43	111.78	42.86	110.82	44	59.77
ENSG00000086589.12|RBM22	1185	1111	879	1219	1209	941
ENSG00000086598.11|TMED2	3889.84	3579.84	2583.78	3841.76	3829.77	3110.84
ENSG00000086619.13|ERO1B	107	95	58	116	91	92
ENSG00000086666.19|ZFAND6	1660	1479	1147	1578	1622	1315
ENSG00000086712.13|TXLNG	1295.25	1220.42	813.04	1377.05	1299	1143.1
ENSG00000086730.17|LAT2	50	71	43	87	68	54
ENSG00000086758.16|HUWE1	6406	5671	4460	5830	5808	4883
ENSG00000086827.9|ZW10	709	664	453	809	731	619
ENSG00000086848.15|ALG9	396.79	303.1	259.33	355	373	300
ENSG00000087008.16|ACOX3	221	257	160	219	291	233
ENSG00000087053.18|MTMR2	2047	1619	1310	1994	2136	1637
ENSG00000087074.8|PPP1R15A	1171	1007	803	986	990	907
ENSG00000087076.9|HSD17B14	21	27	28	31	29	26
ENSG00000087077.14|TRIP6	450	684	414	618	495	603
ENSG00000087085.15|ACHE	61	87	42	52	53	63
ENSG00000087086.15|FTL	23115	21945	17784	22003	23978	20023
ENSG00000087087.20|SRRT	5023	4119	3599	4261	4919	3684
ENSG00000087088.20|BAX	1086	1099	930	1161	1240	1147
ENSG00000087095.13|NLK	630	539	396	612	627	532
ENSG00000087111.21|PIGS	1226	1217	968	1266	1282	1207
ENSG00000087116.16|ADAMTS2	16	6	12	24	19	20
ENSG00000087152.15|ATXN7L3	1116.1	874.46	827	862.86	1191.14	881
ENSG00000087157.19|PGS1	630	581	497	595	610	517.98
ENSG00000087191.13|PSMC5	2931.12	2519.23	2199.33	2975.19	3056.67	2496.9
ENSG00000087206.17|UIMC1	549	448	436	523	639	440
ENSG00000087245.13|MMP2	2837.97	1841.99	1943.99	1990.96	2891.98	1922.99
ENSG00000087250.8|MT3	92	114	70	81	73	54
ENSG00000087258.15|GNAO1	3212	3301	2556	3591	3253	3173
ENSG00000087263.16|OGFOD1	1411	1269.89	994	1459	1471.86	1160.58
ENSG00000087266.16|SH3BP2	1507	1312	1322	1537	1479	1338
ENSG00000087269.16|NOP14	1290.8	1075.67	920.45	1274.42	1328.75	1128.05
ENSG00000087274.17|ADD1	4456	4007	3262	4239	4369	3476
ENSG00000087299.12|L2HGDH	541	571	348	621.92	527	473
ENSG00000087301.9|TXNDC16	469	442	265	476	411	386
ENSG00000087302.9|RTRAF	2102.27	1803.68	1432.45	1986.89	2107.67	1663.33
ENSG00000087303.18|NID2	300.73	324.32	218.55	331.11	257.33	269.67
ENSG00000087338.5|GMCL1	495	434	277	456	492	376
ENSG00000087365.15|SF3B2	7260	6620.37	5425.55	7336	7558	5996
ENSG00000087448.11|KLHL42	1467	1367	1103	1556	1557	1418
ENSG00000087460.24|GNAS	32683	27860	24080.13	30161	33247	25734
ENSG00000087470.17|DNM1L	1917.51	1727.73	1354	2032.75	2090.12	1573.42
ENSG00000087494.15|PTHLH	60	128	41	125	66	131
ENSG00000087495.17|PHACTR3	518	537	409	545	545	542
ENSG00000087502.18|ERGIC2	985.65	877.57	691	1089	1040.23	777
ENSG00000087510.7|TFAP2C	88	107	77	141	130	155
ENSG00000087586.17|AURKA	2345	1697.9	1823.98	1909.98	2389.98	1460
ENSG00000087842.11|PIR	249	260	233	383	312	243
ENSG00000087884.14|AAMDC	220	224	170	280.99	240	166
ENSG00000087903.13|RFX2	335	380	257	369	310	344
ENSG00000087995.15|METTL2A	349	284.52	254	363.68	377.93	315.51
ENSG00000088035.17|ALG6	379	309	287	351	427	313
ENSG00000088038.19|CNOT3	1587.7	1424.31	1273.2	1479.86	1557.09	1290.27
ENSG00000088179.9|PTPN4	395	370	253	398	404	361
ENSG00000088205.13|DDX18	2792	2277	1840	2690	2732	2210
ENSG00000088247.17|KHSRP	5407	4664	4376	5172	5425	4486
ENSG00000088256.9|GNA11	1028	1092.32	978.23	1121.12	1067	1059
ENSG00000088280.19|ASAP3	1123	1381	934	1392	1238	1258
ENSG00000088298.13|EDEM2	290	224	196	264	300	194
ENSG00000088305.18|DNMT3B	529	543	463	568	638	546
ENSG00000088325.16|TPX2	6786	6391	4904	6936	6978	5565
ENSG00000088340.16|FER1L4	74	58	34	50	46	30
ENSG00000088356.6|PDRG1	834.99	785.98	667	876	928.97	667.98
ENSG00000088367.22|EPB41L1	604	566	453	583	614	501
ENSG00000088387.19|DOCK9	299	259	182	271	254	184
ENSG00000088448.14|ANKRD10	1197	917	777	921	1067	726
ENSG00000088451.11|TGDS	174	191	135	207	190	174
ENSG00000088538.13|DOCK3	388	376	254	415	337	318
ENSG00000088543.15|C3orf18	41	49	26	40	45	31
ENSG00000088682.14|COQ9	1035	985	808	1044	1062	977
ENSG00000088727.12|KIF9	98	67.41	71.09	86.31	98.4	78.61
ENSG00000088766.11|CRLS1	448.2	384.84	342.98	429.88	476.57	338.19
ENSG00000088808.17|PPP1R13B	319.51	397.6	305.36	461.79	356.41	390.25
ENSG00000088812.18|ATRN	3369	3322	2401	3623	3496	2999
ENSG00000088826.18|SMOX	661	764	634	679	761	595
ENSG00000088832.17|FKBP1A	4442.6	4140.51	3291.1	4488.11	4670.09	3777.45
ENSG00000088833.17|NSFL1C	1673	1566	1225	1676	1723	1503
ENSG00000088836.13|SLC4A11	357	439	304	417	386	392
ENSG00000088854.12|C20orf194	669	617	466	683	692	545
ENSG00000088876.11|ZNF343	606.98	551.73	432.49	658.62	730.93	630.24
ENSG00000088881.20|EBF4	1073	1121	789	1101	962	972
ENSG00000088882.8|CPXM1	3824	4806	3223	4439	4291	4160
ENSG00000088888.18|MAVS	4472	4240	3252	4473	4304	3852
ENSG00000088899.15|LZTS3	511	516	395	622	445	471
ENSG00000088930.8|XRN2	5175.7	4539.81	3515.77	4963.6	5233.66	4234.18
ENSG00000088970.16|KIZ	884	797	595	664	833	589
ENSG00000088986.11|DYNLL1	4825	4142	3628	4446	4846	3764
ENSG00000088992.18|TESC	437	463	388	578	480	597
ENSG00000089006.16|SNX5	3723	3277	2356	3806	3481	2755.99
ENSG00000089009.15|RPL6	19001.75	16359.85	12257.19	16625.9	18626.01	13634.24
ENSG00000089022.14|MAPKAPK5	1375.7	1210.27	980.78	1375.6	1428.77	1122.15
ENSG00000089041.17|P2RX7	437.76	365.49	273	294.46	309.17	265.77
ENSG00000089048.14|ESF1	1371	1173	913	1360	1335	1068
ENSG00000089050.16|RBBP9	1316	1239	944	1532	1448	1135
ENSG00000089053.13|ANAPC5	2613	2623	1980	2815	2740	2291
ENSG00000089057.15|SLC23A2	2049	2042	1456	2200	2213	1818
ENSG00000089060.11|SLC8B1	190	141	118	189	203	135
ENSG00000089063.15|TMEM230	2222	1979	1516	2090	2152	1710
ENSG00000089091.16|DZANK1	156	123	108	173	199	111
ENSG00000089094.19|KDM2B	1676.32	1572.36	1251.47	1660.85	1660.22	1507.33
ENSG00000089101.18|CFAP61	22	29	18	24	22	14
ENSG00000089123.16|TASP1	195	142	129	188	188	178
ENSG00000089127.13|OAS1	178	356	108	260	197	252
ENSG00000089154.11|GCN1	4722	4918	3871	5497	4941	4788
ENSG00000089157.16|RPLP0	21255.19	20962.09	15356.99	19826.56	21312.28	17674.51
ENSG00000089159.16|PXN	1294.89	1287.09	1016.12	1323.41	1340.49	1185.88
ENSG00000089163.4|SIRT4	32	40	16	40	42	38
ENSG00000089169.15|RPH3A	615	1036	515	1228	778	1071
ENSG00000089177.18|KIF16B	661	701	524	754	750	625
ENSG00000089195.15|TRMT6	726	673	554	740	727	633
ENSG00000089199.10|CHGB	105	90	69	65	91	87
ENSG00000089220.5|PEBP1	4028	3462	3197	4018	4430	3585
ENSG00000089234.16|BRAP	676	706	490	733	805	642
ENSG00000089248.7|ERP29	2412.25	2645.68	1825	2700.42	2549.94	2354.94
ENSG00000089280.18|FUS	18380	15628	13768	17364	18840	14967
ENSG00000089289.16|IGBP1	817	806	499	772	749	578
ENSG00000089327.14|FXYD5	1113	1381	1019	1522	1321	1265
ENSG00000089335.21|ZNF302	1192.24	1041.46	715.12	1117.39	1177.1	858.39
ENSG00000089351.14|GRAMD1A	1384	1523	1405	1555	1491	1352
ENSG00000089356.18|FXYD3	11	10	9	12	8	9
ENSG00000089486.17|CDIP1	1023	1003	911	1019	1100	937
ENSG00000089505.17|CMTM1	15	10	14	20	10	12
ENSG00000089558.9|KCNH4	48	30	39	33	45	41
ENSG00000089597.18|GANAB	20263	19653	15142	20824	21093	18040
ENSG00000089639.11|GMIP	326	323	289	330	372	287
ENSG00000089682.16|RBM41	170	131	91	151	163	121
ENSG00000089685.15|BIRC5	2739	2559	2106	2731	3003	2286
ENSG00000089692.9|LAG3	35	29	31	25	42	19
ENSG00000089693.10|MLF2	3525	3191	2788	3191	3515	2919
ENSG00000089723.10|OTUB2	159.75	173.08	118.37	165.52	146.47	127.15
ENSG00000089737.17|DDX24	5711.25	5764.92	4015.63	6137.48	5961.53	5252.85
ENSG00000089775.11|ZBTB25	282.35	258.3	196.17	267.33	249.24	166.04
ENSG00000089818.18|NECAP1	666.72	689.28	461.58	709.65	661	607.84
ENSG00000089847.12|ANKRD24	24	33	19	25	16	18
ENSG00000089876.11|DHX32	476.55	487.07	332.9	510.36	467.08	419.61
ENSG00000089902.10|RCOR1	1746	1676	1210	1842	1997	1633
ENSG00000089916.17|GPATCH2L	1572	1617	1102	1720	1656	1572
ENSG00000090006.17|LTBP4	1177	1469	1092	1193	1137	1130
ENSG00000090013.10|BLVRB	112	109	76	100	89	106
ENSG00000090020.11|SLC9A1	579	551	506	633	580	566
ENSG00000090054.15|SPTLC1	1559.54	1529	1018	1781.59	1654.09	1351
ENSG00000090060.17|PAPOLA	5133	4322	3459	5065	5029	4037
ENSG00000090061.17|CCNK	1199.6	1058.92	766.14	1101.58	1113.84	848.01
ENSG00000090097.21|PCBP4	4630	4205	3839.75	4109.83	4789	3912
ENSG00000090238.11|YPEL3	316	253	243	270.48	238.45	197
ENSG00000090263.16|MRPS33	756	681	534	774	798	677
ENSG00000090266.13|NDUFB2	1272.37	1205.8	955.41	1286.08	1444.34	1170.21
ENSG00000090273.14|NUDC	2338.14	2358	1899.03	2547.05	2542	2250.05
ENSG00000090316.16|MAEA	1144	1312	957	1364	1265	1189
ENSG00000090339.9|ICAM1	944.23	1364.54	974.58	1585.31	1204.6	1329.53
ENSG00000090372.15|STRN4	2621	2541	2405	2657	2619.97	2479
ENSG00000090432.7|MUL1	671	724	577	755	746	681
ENSG00000090447.12|TFAP4	276	246	198	225	268	224
ENSG00000090470.15|PDCD7	726	695	545	785	789	629
ENSG00000090487.11|SPG21	1242	1178	887	1211	1232	1062
ENSG00000090520.11|DNAJB11	1830.82	1564.16	1130	1969.16	1803.28	1601.25
ENSG00000090539.15|CHRD	38	27	27	31	44	29
ENSG00000090554.13|FLT3LG	39.39	70.48	43	52.26	55.65	71
ENSG00000090565.16|RAB11FIP3	1127	1169	984	1102	1125	1113
ENSG00000090581.10|GNPTG	654.28	742.28	548.97	759.37	683.94	604.93
ENSG00000090612.21|ZNF268	1343	1229	881	1361	1392	1144
ENSG00000090615.15|GOLGA3	1704	1665	1322	1801	1677	1548
ENSG00000090621.14|PABPC4	3315	3068.99	2476	3285.98	3376.99	2575
ENSG00000090661.12|CERS4	594	648	522	600	573	546
ENSG00000090674.16|MCOLN1	293	316.82	252	351	362	299
ENSG00000090686.15|USP48	1797	1748	1055	1883	1787	1472
ENSG00000090776.6|EFNB1	823	843	778	864	908	809
ENSG00000090857.13|PDPR	3284.54	3518.39	2409.61	3794.58	3108.6	3007.02
ENSG00000090861.15|AARS	3386	3439	2463	3381	3556	2961
ENSG00000090863.11|GLG1	5505	5570	4325	5997	5833	5012
ENSG00000090889.12|KIF4A	2286.98	2137.98	1490.99	2160.98	2314.97	1819.97
ENSG00000090905.19|TNRC6A	3113	2616	2176	3001	3146	2486
ENSG00000090924.15|PLEKHG2	3655	3288	2842	3525	3712	2935
ENSG00000090932.10|DLL3	112	60	71	53	100	62
ENSG00000090971.5|NAT14	561	576	457	539	593	537
ENSG00000090975.12|PITPNM2	214	220	173	238	208	182
ENSG00000090989.18|EXOC1	920	846	711	959	962	712
ENSG00000091009.8|RBM27	1018.81	988.04	652.84	1132.48	1102.7	886.43
ENSG00000091039.17|OSBPL8	2205	2235	1565	2526	2308	2099
ENSG00000091073.19|DTX2	120.91	151.84	112.43	155.08	153.88	129.93
ENSG00000091127.14|PUS7	1511	1241	1099	1552	1643	1296
ENSG00000091129.20|NRCAM	1820	2043	1293	2219	1718	1818
ENSG00000091136.14|LAMB1	9783.87	9790.18	7498	10821.22	10322	8973.2
ENSG00000091137.12|SLC26A4	386	263.3	240.28	247	384	215
ENSG00000091140.14|DLD	2465	2088	1661	2505	2610	2091
ENSG00000091157.13|WDR7	491.74	481.5	352.75	604.95	472.86	454
ENSG00000091164.13|TXNL1	1361.26	1152.07	974.25	1371.05	1497.14	1142
ENSG00000091262.15|ABCC6	30.19	49.68	32.44	45.7	36.47	49.66
ENSG00000091317.8|CMTM6	1777	1444	1193	1685	1872	1422
ENSG00000091409.15|ITGA6	5778.99	5465.98	4027	6270.99	5858	5126.99
ENSG00000091428.18|RAPGEF4	539	379	367	471	545	349
ENSG00000091436.17|MAP3K20	947	1074	697	1345	1015	939
ENSG00000091483.6|FH	1000	820	705	979	1022	791
ENSG00000091490.11|SEL1L3	1455	1506	1058	1650	1539	1447
ENSG00000091513.16|TF	203	135	132	132	189	86
ENSG00000091527.15|CDV3	3173	2439	2141	2979	3292	2536
ENSG00000091536.18|MYO15A	47	66	28	50	42	59
ENSG00000091542.9|ALKBH5	1673	1604	1227.89	1699	1702	1420.9
ENSG00000091622.16|PITPNM3	204.01	516.03	200	468.04	245.01	369.03
ENSG00000091640.8|SPAG7	1040	1044	775	1090	1146	980
ENSG00000091651.9|ORC6	1172.23	1196.95	893.3	1333.77	1222.44	1162.9
ENSG00000091656.17|ZFHX4	1709	1434	1062	1561	1548	1241
ENSG00000091732.16|ZC3HC1	949	953	777	1027	1065	887
ENSG00000091844.8|RGS17	696	734	463	800	753	695
ENSG00000091947.10|TMEM101	518	487	368	497	475	444
ENSG00000091972.18|CD200	103.98	49	64	67.45	117	50
ENSG00000091986.15|CCDC80	2927	2769	2236	3218	3231	2899
ENSG00000092010.15|PSME1	1485	1441	1126	1497	1582	1252
ENSG00000092020.10|PPP2R3C	582.94	455.54	385.06	602.54	610.19	425.33
ENSG00000092036.18|HAUS4	233.9	233.69	159.56	245.16	250.06	202.82
ENSG00000092051.17|JPH4	174	188	85	140	157	104
ENSG00000092054.13|MYH7	246.98	343.99	215	339	247.98	304
ENSG00000092094.11|OSGEP	1253.56	1256.03	808.39	1195.94	1238	877.04
ENSG00000092096.16|SLC22A17	1434	1880	1314	1850	1518	1803
ENSG00000092098.17|RNF31	725.71	823.52	658.94	842.24	814.24	734.34
ENSG00000092108.20|SCFD1	731	571	440	704	671	525
ENSG00000092140.16|G2E3	1155	826	730	1082	1126	748
ENSG00000092148.13|HECTD1	3155	2565	2118	2969	3158	2436
ENSG00000092199.17|HNRNPC	14172.9	11036.83	9522.86	12215.94	13915.83	9545.96
ENSG00000092201.10|SUPT16H	9292.9	8356.95	6134.95	9630.88	9410.88	7796.92
ENSG00000092203.14|TOX4	1707.63	1692.61	1218.94	1779.72	1633.07	1384.85
ENSG00000092208.17|GEMIN2	327	345	231	309	311	296
ENSG00000092295.12|TGM1	16	15	24	17	26	15
ENSG00000092330.17|TINF2	603	623	515	626	669	532
ENSG00000092421.16|SEMA6A	5232.18	5120.36	3776.65	5591.27	5275.13	4669.09
ENSG00000092439.15|TRPM7	1266	1206	828	1376	1324	1105
ENSG00000092445.12|TYRO3	3329	3169	2750	3399	3468	2922
ENSG00000092470.12|WDR76	732	421	413	560	707	444
ENSG00000092529.24|CAPN3	18.49	17.19	13.57	18.59	25.74	11.09
ENSG00000092531.10|SNAP23	1060.65	799.33	746.12	947.95	1055.67	737.75
ENSG00000092607.15|TBX15	27	32	31	30	24	30
ENSG00000092621.12|PHGDH	1850	1917	1489	1847	1877	1748
ENSG00000092758.17|COL9A3	2348	1762	2143	1761	2534	1626
ENSG00000092820.18|EZR	2280	1878	1680	2035	2297	1863
ENSG00000092841.18|MYL6	9423.73	9035.84	6588.5	8972.05	9592.02	7877.57
ENSG00000092847.12|AGO1	1988	1704.93	1424	1946	1961	1533.94
ENSG00000092850.12|TEKT2	55	41	37	38	57	27
ENSG00000092853.14|CLSPN	1288	1440	957.99	1694	1505	1446
ENSG00000092871.16|RFFL	1534.52	1530.79	1082.45	1609.99	1602.64	1415.69
ENSG00000092931.11|MFSD11	272.74	263.74	228.5	329.44	341.64	285.88
ENSG00000092964.18|DPYSL2	6202	6510	4966	7102	6728	6152
ENSG00000092969.12|TGFB2	441.31	343.71	299	400	481	304
ENSG00000092978.11|GPATCH2	324	313	237	362	319	276
ENSG00000093000.19|NUP50	2495.89	2289.96	1767.94	2868	2617	2278.89
ENSG00000093009.9|CDC45	834	1071	571	1187	888	893
ENSG00000093010.13|COMT	892	1011	837	1015	1019	981
ENSG00000093100.13|AC016026.1	888.12	897.45	795.54	987.49	1010.31	800.14
ENSG00000093144.19|ECHDC1	1438	1150	1013	1447	1476	1179
ENSG00000093167.18|LRRFIP2	717	609	490	665	740	578
ENSG00000093183.14|SEC22C	1367	1145	965	1415	1586	1188
ENSG00000093217.10|XYLB	190	249	144	216	202	178
ENSG00000094631.19|HDAC6	2178	2018	1659	2041	2210	1743
ENSG00000094804.11|CDC6	1492	1666	992	2082	1678	1667
ENSG00000094841.14|UPRT	204	192	115	213	225	188
ENSG00000094880.11|CDC23	1405	1384	947	1599	1467	1229
ENSG00000094914.13|AAAS	1270	1151	950	1173	1313	1013
ENSG00000094916.16|CBX5	8500	7879	5921	8868	8529	7403
ENSG00000094975.14|SUCO	3058	3049	2156	3559	3188	2715
ENSG00000095002.14|MSH2	2877	2639	1905	3232	2865	2339
ENSG00000095015.6|MAP3K1	4313	3822	2985	3897	4540	3498
ENSG00000095059.16|DHPS	1290.95	1114.41	968.27	1188.23	1369.13	1040.94
ENSG00000095066.11|HOOK2	555	512	387	529	520	485
ENSG00000095139.14|ARCN1	3910	3567	2663	3687	3913	3207
ENSG00000095203.14|EPB41L4B	505	528	275	511	422	392
ENSG00000095209.12|TMEM38B	236	261	154	246	288	200
ENSG00000095261.14|PSMD5	997	869	581	1001	1032	810
ENSG00000095303.16|PTGS1	185	164	138	177	203	164
ENSG00000095319.14|NUP188	4564	4526	3781	5208	5071	4635
ENSG00000095321.17|CRAT	832	855	690	908	884	896
ENSG00000095380.11|NANS	620	706	526	784	755	699
ENSG00000095383.20|TBC1D2	22	22	20	18	22	25
ENSG00000095397.14|WHRN	146	169	87	130	114	119
ENSG00000095485.18|CWF19L1	244	238	219	288	271.97	252
ENSG00000095539.15|SEMA4G	232.83	243.82	202.73	248.74	271.78	199.88
ENSG00000095564.14|BTAF1	1816	1723	1076	1862	1665	1501
ENSG00000095574.11|IKZF5	211	222	136	267	226	217
ENSG00000095637.22|SORBS1	801	710	559	828	788	709
ENSG00000095739.11|BAMBI	576	564	463	633	608	493
ENSG00000095752.7|IL11	20	20	19	19	15	22
ENSG00000095787.22|WAC	2081	1759	1423	2074.49	2035	1523
ENSG00000095794.19|CREM	202	219	179	306	292	282
ENSG00000095906.17|NUBP2	564	706	581	641	624	655
ENSG00000095951.17|HIVEP1	246	286	179	302	258	243
ENSG00000096060.14|FKBP5	1981	1955	1365	2239	2085	1885
ENSG00000096063.16|SRPK1	2103.86	1822.29	1533.08	2154.48	2188.8	1806.92
ENSG00000096070.19|BRPF3	1903	1713	1442	2021	2042	1547
ENSG00000096080.11|MRPS18A	839.06	726.71	724.04	798.72	931.7	747.18
ENSG00000096092.6|TMEM14A	428	415	317	491	449	332
ENSG00000096093.16|EFHC1	1006.01	989.02	693.01	1120.01	1026	811.01
ENSG00000096384.20|HSP90AB1	27051.96	22878.98	20445.98	25708.99	29574.96	21591.97
ENSG00000096401.8|CDC5L	2401	1992	1486	2318	2227	1881
ENSG00000096433.11|ITPR3	434.12	440.1	391.66	416.35	465.23	393.71
ENSG00000096654.15|ZNF184	355	262	237	321.98	388	227
ENSG00000096717.12|SIRT1	399	329	272	456	424	297
ENSG00000096746.17|HNRNPH3	4564.99	3634	3103.99	3855.98	4455.98	3129
ENSG00000096872.16|IFT74	390	292	281	373	424	248
ENSG00000096968.13|JAK2	94	88	44	88	79	86
ENSG00000097007.18|ABL1	2830	2768	2307	2837	3044	2418
ENSG00000097021.19|ACOT7	1089	1115	958	1159	1296	1133
ENSG00000097033.14|SH3GLB1	965	892	692	938	1020	752
ENSG00000097046.13|CDC7	1429	1118	882	1470	1364	1108
ENSG00000099194.6|SCD	16569	13777	12984	16802	18712	14196
ENSG00000099203.7|TMED1	432.08	363.65	393.97	407.62	413.36	381.28
ENSG00000099204.20|ABLIM1	574	608	397	603	600	509
ENSG00000099219.14|ERMP1	277.08	282	180	261	234	197.02
ENSG00000099246.16|RAB18	967	866	640	1043	929	778
ENSG00000099250.18|NRP1	282	367	282	427	309	377
ENSG00000099256.19|PRTFDC1	81	58	49	105	70	54
ENSG00000099260.11|PALMD	17	9	12	10	21	6
ENSG00000099282.10|TSPAN15	94	71	87	93	84	66
ENSG00000099290.17|WASHC2A	844.72	711.28	558.28	792.4	869.58	607.71
ENSG00000099308.10|MAST3	585.56	711.49	545.65	742.78	622.18	680.84
ENSG00000099326.8|MZF1	734.2	607.18	591.2	645.12	670.23	589.13
ENSG00000099330.9|OCEL1	156	166	113	151	126	148
ENSG00000099331.13|MYO9B	3313	3351	2628	3565	3192	3121
ENSG00000099337.5|KCNK6	29	32	11	26	16	30
ENSG00000099341.11|PSMD8	3155	3048	2456	3305	3525	2921
ENSG00000099364.16|FBXL19	501	409	484	428	546.93	384
ENSG00000099365.11|STX1B	303	347	216	301	326	272
ENSG00000099377.14|HSD3B7	30.89	36.73	34.06	48.94	37.79	27.32
ENSG00000099381.18|SETD1A	1099	1031	1012	1142	1098	990
ENSG00000099385.11|BCL7C	341.73	331.65	267.33	333.81	363.71	278.71
ENSG00000099617.4|EFNA2	65	43	25	25	45	32
ENSG00000099622.14|CIRBP	5326	4806	3612	4327	5031	3901
ENSG00000099624.8|ATP5F1D	299	380	317	378	333	378
ENSG00000099625.13|CBARP	344.26	385.26	376.52	402.35	355.67	371.77
ENSG00000099783.12|HNRNPM	6779.99	5322.85	5043	6367.99	7196.9	5097
ENSG00000099785.10|MARCH2	84	106	94	75	94	83
ENSG00000099795.7|NDUFB7	413	461	404	459	460	497
ENSG00000099797.15|TECR	2056.05	2384.63	1808.91	2453.73	2283.87	1973.65
ENSG00000099800.8|TIMM13	674	680.99	685	752	759	754
ENSG00000099804.9|CDC34	910	862	711	758	828	780
ENSG00000099810.20|MTAP	1908.87	1538.79	1432.67	1955.71	2156.37	1540.76
ENSG00000099814.16|CEP170B	484	498	503	513	577	482
ENSG00000099817.12|POLR2E	1995	2234	1940	2092	2168	2025
ENSG00000099821.14|POLRMT	606.14	746.29	578.21	724.74	653.59	704.7
ENSG00000099822.3|HCN2	166.98	206	161	205	193.94	177
ENSG00000099840.13|IZUMO4	41	41	41	51	45	46
ENSG00000099849.15|RASSF7	86	85	74	112	98	94
ENSG00000099860.9|GADD45B	76	68	34	46	30	51
ENSG00000099864.18|PALM	570	728	542	596	594	572
ENSG00000099875.14|MKNK2	776	889	841	985	882	997
ENSG00000099889.14|ARVCF	892	859	831	759	952	754
ENSG00000099899.15|TRMT2A	844.63	838.98	679.14	832.2	864.22	788.03
ENSG00000099901.17|RANBP1	2998.35	2554.29	2167.33	2760.13	3025.78	2455.94
ENSG00000099904.15|ZDHHC8	872	883	818	847	893	796
ENSG00000099910.17|KLHL22	688	622	522	623	595	499
ENSG00000099917.17|MED15	1072	1346	1041	1223	1199	1205
ENSG00000099940.12|SNAP29	1070.49	1066.46	791.13	1111.29	1008.76	942
ENSG00000099942.13|CRKL	2959	2668	2205	2946	2895	2444
ENSG00000099949.20|LZTR1	1124	1066	938	1100.39	1124	997
ENSG00000099953.10|MMP11	169	242	164.65	199	216	200.33
ENSG00000099954.18|CECR2	538	572	380	581	553	483
ENSG00000099956.19|SMARCB1	2470.29	2059.76	1825.86	2220.23	2538.84	2014.86
ENSG00000099957.16|P2RX6	153	161	124	152	186	137
ENSG00000099958.14|DERL3	26.71	48.24	27.14	37.77	42.16	41.14
ENSG00000099968.17|BCL2L13	1442	1544	1042	1626	1529	1358
ENSG00000099974.8|DDTL	113.72	110.39	75.88	120.27	104.92	71.13
ENSG00000099977.14|DDT	369.28	385.61	257.12	442.73	344.08	370.87
ENSG00000099991.18|CABIN1	1937	2187	1659	2200	1760	1699
ENSG00000099992.15|TBC1D10A	191.3	218.87	152.98	235.42	192	205
ENSG00000099994.11|SUSD2	13	24	10	16	8	4
ENSG00000099995.19|SF3A1	3565.95	3622.96	2897.95	3883.98	3771.98	3268.97
ENSG00000099999.14|RNF215	399.7	389.21	285.9	322.38	372.58	373.93
ENSG00000100003.18|SEC14L2	721.94	661.72	588.68	641	803.13	590.85
ENSG00000100014.20|SPECC1L	1625.66	1490	1220.58	1606	1793.71	1435.6
ENSG00000100023.19|PPIL2	1422.62	1316.3	1241.63	1496.1	1505.96	1325.21
ENSG00000100027.15|YPEL1	183.89	126.38	117.37	145.54	136.04	87.3
ENSG00000100028.12|SNRPD3	2986.28	2530.67	1919.02	2888.68	2808.97	2550.87
ENSG00000100029.18|PES1	2166	2075.38	1819	2140.1	2310	1956
ENSG00000100030.14|MAPK1	4420	4076	3140	4529	4543	3763
ENSG00000100031.19|GGT1	51.67	34.81	47.36	70.98	15.43	33.04
ENSG00000100033.16|PRODH	74.12	102.98	50.66	85.2	67.95	69.89
ENSG00000100034.14|PPM1F	654.6	764.49	617.66	718.6	717.5	697.47
ENSG00000100036.13|SLC35E4	109.04	193	128	170	159	179
ENSG00000100038.19|TOP3B	706.08	721.02	587.09	769.16	742.06	647.05
ENSG00000100056.12|ESS2	311	317	331	368	324	332.92
ENSG00000100058.12|CRYBB2P1	326.99	330	274.98	336.98	379.96	283
ENSG00000100060.17|MFNG	46	28	35	28	64	23
ENSG00000100065.15|CARD10	133	112	80	114	115	94
ENSG00000100068.12|LRP5L	49	55	42	47	51	44
ENSG00000100075.10|SLC25A1	643	645	608	750	733	658
ENSG00000100077.15|GRK3	151	123	109	137	152	105
ENSG00000100078.4|PLA2G3	37	35	40	50	50	48
ENSG00000100083.19|GGA1	1321	1336	1028	1271	1342	1141
