	LMP_417_R1B1	LMP.Olap_417_R1B1	LMP_417_R2B2	LMP.Olap_417_R2B2	LMP_417_R3B2	LMP.Olap_417_R3B2
ENSG00000000003.14|TSPAN6	5.01815793882491	4.99757673283401	5.1989974557376	5.1308133321482	4.90617842406906	4.79548013136297
ENSG00000000419.12|DPM1	5.39069241361337	5.30123001272483	5.20948636864662	5.08578877545683	5.58799151267625	5.50057819589671
ENSG00000000457.14|SCYL3	4.439192662882	4.39265674913287	4.354251352279	4.35799797992637	4.48881138916423	4.46263810266016
ENSG00000000460.17|C1orf112	4.77301975240458	4.95510259319447	4.84854979419753	4.68378513831753	5.06007446034793	4.86383529833511
ENSG00000001084.12|GCLC	4.33008221021354	4.35612018439949	4.50496090782676	4.27255987143637	4.35502586802246	4.23985814194046
ENSG00000001167.14|NFYA	5.88754056708583	5.87947077569405	5.98280643515295	5.89415530374868	5.89595254828971	5.76110839836843
ENSG00000001460.18|STPG1	2.5368662777103	2.90970970083788	2.86399183015905	3.01952978184472	2.3777849617067	2.63184538338588
ENSG00000001461.17|NIPAL3	6.97073724754385	6.94583811260638	7.44051317939126	7.45610613293694	6.51375298942513	6.42277841854713
ENSG00000001497.16|LAS1L	6.1911649802938	6.10843212861178	6.429133685311	6.21722144613437	5.97154754684683	5.98129153951899
ENSG00000001561.7|ENPP4	2.98402054657737	3.3065058486824	3.30812329402251	3.21724204559021	3.14225664589131	2.91343080501552
ENSG00000001617.12|SEMA3F	0.0892729626980562	0.755903271430142	0.157351007260485	0.471066451533922	0.552023406597666	0.509911602864324
ENSG00000001629.10|ANKIB1	6.42043175944726	6.43246440942017	6.47931245549413	6.47121785144738	6.40928602662338	6.34597600416998
ENSG00000001630.17|CYP51A1	7.71872472997364	7.73432953791334	7.76791377433981	7.69414510759498	7.76961376519001	7.67443588864916
ENSG00000001631.15|KRIT1	5.38892651305312	5.42516293775512	5.31858977649746	5.5189155288698	5.49360214067849	5.29707145557074
ENSG00000002016.17|RAD52	3.78344566759483	3.63061185321338	3.60892801801823	3.93901931267292	3.56661044243355	3.71355726849173
ENSG00000002330.13|BAD	4.99867905126776	5.08121616460243	5.06899591216488	5.00942131143985	4.88704778535604	5.19432542277964
ENSG00000002549.12|LAP3	6.87475027513387	7.01181569978387	6.92291653084793	6.84620604387684	7.01374980733567	6.99025956777507
ENSG00000002586.20|CD99	7.41694756436096	7.38621628305835	7.37690794591158	7.40504792150846	7.44357522016208	7.3807966072565
ENSG00000002586.20|PAR|Y|CD99	7.41694756436096	7.38621628305835	7.37690794591158	7.40504792150846	7.44357522016208	7.3807966072565
ENSG00000002822.15|MAD1L1	4.19040830166465	4.12122663990362	4.10296527767137	3.82266074466632	4.19418315969088	4.50346070110796
