ensemble	symbol	log2fc_LMP_923-Ctrl_923	pvalue_LMP_923-Ctrl_923	log2fc_LMP.Olap_923-Ctrl_923	pvalue_LMP.Olap_923-Ctrl_923	log2fc_LMP.Olap_923-LMP_923	pvalue_LMP.Olap_923-LMP_923	log2fc_LMP.Olap_923-Ola_923	pvalue_LMP.Olap_923-Ola_923	log2fc_Ola_923-Ctrl_923	pvalue_Ola_923-Ctrl_923	log2fc_treated_923-Ctrl_923	pvalue_treated_923-Ctrl_923
ENSG00000000003	TSPAN6	-0.110644717506011	0.222346122563828	-0.517155200851732	0.000171045439289259	-0.41373495840934	0.000421092010035541	-0.453753314225683	2.07197119613571e-05	-0.065738481523125	0.436268667676697	-0.233592532977288	0.0739740664733663
ENSG00000000419	DPM1	0.0193451953766512	0.819318817344577	0.00753301627735681	0.932346062096359	-0.00813887474751152	0.914095478363841	0.117722980687312	0.123816097981761	-0.106102936116002	0.248734073544564	-0.0271921242956799	0.700361789019478
ENSG00000000457	SCYL3	-0.121986449425729	0.304296232933092	-0.20089217378199	0.125556098936023	-0.0806716974510966	0.508792494024488	-0.103433427955903	0.395806644617499	-0.0978450706721827	0.402423705536353	-0.142779550040188	0.120501238089306
ENSG00000000460	C1orf112	0.0601173584966803	0.50214256086356	0.37077431206862	0.00141014906937656	0.304022435718844	0.00626017936635651	0.344664610043859	0.00105889058079216	0.0228080323762683	0.794183199807033	0.153844329416227	0.167383978452964
ENSG00000001036	FUCA2	-0.0503458545167472	0.444428009187985	-0.0300302187234864	0.663272790222041	0.0191490354716608	0.769808295215329	-0.00893992119213216	0.886101641692058	-0.0197130758159343	0.746768628131679	-0.034267959505442	0.496131682598896
ENSG00000001084	GCLC	-0.211124917984295	0.0423133374343604	-0.343759354472378	0.00393217593457169	-0.129461414116794	0.237780643692601	-0.203850505200219	0.0801615435620958	-0.132712644039676	0.209584934814092	-0.228931065517419	0.023691569910117
ENSG00000001167	NFYA	-0.170332481898665	0.098271010337093	-0.359653867036942	0.000732738035049321	-0.189476412520012	0.0493666324651435	-0.214240133774521	0.00695845106679081	-0.143115264863075	0.0876737741004041	-0.225005717849704	0.0133537388526625
ENSG00000001461	NIPAL3	0.56955413057954	0.000609381567696046	0.688250958260213	0.000168995710319468	0.117986090480924	0.302682544311596	0.63565996413949	9.85900082133665e-05	0.056196418482283	0.656851512969936	0.445469762349143	0.0230654827662011
ENSG00000001497	LAS1L	0.0235427166984623	0.777569750271552	-0.0947752782737536	0.240922558357587	-0.119902138510346	0.0811327497781733	-0.151017374624159	0.0229088321000577	0.0545845654962864	0.509864422814431	-0.00585638968543734	0.932084293507842
ENSG00000001629	ANKIB1	-0.0623527378885056	0.454556652748905	-0.122746887774015	0.13499408821121	-0.0559121874089961	0.363567206188844	-0.115952600678987	0.0693467476937914	-0.00419098763574155	0.958638868141355	-0.063894507210108	0.323356372220295
ENSG00000001630	CYP51A1	-0.090365781813083	0.164723538515549	-0.093187765524215	0.253407351770632	-0.0049203807377376	0.947971910993661	-0.0434773929960448	0.55193621525981	-0.0504263375247103	0.414277915977919	-0.0774972886953824	0.183347552238247
ENSG00000001631	KRIT1	-0.0180780637166782	0.834083124163095	-0.104146494298487	0.173022749943717	-0.081314202143445	0.247180636065392	0.00249583723466351	0.969522580773467	-0.104280314616874	0.205606484519234	-0.0741814243482146	0.259238093995064
ENSG00000002016	RAD52	0.0822293381956531	0.49916178657865	-0.0250144954679148	0.850755499543819	-0.099511039784407	0.38364765498731	0.0336659111942339	0.777723446279767	-0.046941759250112	0.765669029897009	0.00421391149605554	0.970060444002872
ENSG00000002330	BAD	-0.031943329567103	0.83306756895753	0.158024893821493	0.28458239968066	0.183377297057642	0.243983525351686	0.177544169241175	0.207498207923333	-0.0221350586942948	0.869387233094253	0.0359030914252356	0.763429076493236
ENSG00000002549	LAP3	0.0145493846148783	0.826833058251237	-0.0477658470325704	0.453248089888123	-0.0605160016411457	0.351630987067006	0.0647445695054083	0.309346474615498	-0.111382476057176	0.104611731750007	-0.048164467444991	0.391659223773446
ENSG00000002586	CD99	-0.0894836787256716	0.366281193967849	-0.228191743526939	0.0589419177603625	-0.143576645993385	0.167610458106758	-0.217419825664432	0.0395259507250801	-0.0136078358373286	0.889852311024529	-0.111401046776103	0.219731112231844
ENSG00000002586	PAR	-0.0894836787256716	0.366281193967849	-0.228191743526939	0.0589419177603625	-0.143576645993385	0.167610458106758	-0.217419825664432	0.0395259507250801	-0.0136078358373286	0.889852311024529	-0.111401046776103	0.219731112231844
ENSG00000002822	MAD1L1	-0.122202867777077	0.30659273769625	0.185898724743622	0.093002662945818	0.307879587625727	0.00484829096652247	0.011148940854067	0.896560224469961	0.175389272327735	0.121207631087545	0.0778984349547409	0.49004182658551
ENSG00000002834	LASP1	0.258864818732033	0.000987185162431865	0.261280043041773	0.000884143628267979	0.0116234178270567	0.82774785155675	0.161190743460639	0.00952166283247922	0.0971517120635097	0.0871583166274901	0.204262056512368	0.00297727908924373
ENSG00000002919	SNX11	0.0613273539054831	0.630929533902371	-0.0593640201991388	0.644246884734132	-0.12980461702597	0.174741826849178	-0.0163423870433173	0.871926036931756	-0.0449558406132855	0.724462360145375	-0.0143547989314321	0.880351476365107
ENSG00000003056	M6PR	-0.0319375893497256	0.587691267788605	-0.0257421194036827	0.653863986200212	0.00639837020366141	0.907769867458019	-0.0196889116881289	0.716289439907964	-0.00692827543700947	0.900282900764285	-0.0221385610938318	0.603554578309784
ENSG00000003096	KLHL13	-0.302664285039353	0.00490243506096251	-0.319541937891002	0.00404801655215523	-0.0173588904878175	0.852959392774194	-0.241482603671073	0.02390021205713	-0.0764660049868597	0.397577019321686	-0.234838344851958	0.0170277436375768
ENSG00000003147	ICA1	-0.14896290380875	0.298150128151262	-0.0226713231592863	0.858659425701792	0.124041418974144	0.386450094919956	0.0807516672559481	0.556458078265714	-0.102702074593124	0.435810853796485	-0.090884584041655	0.399372353727616
ENSG00000003249	DBNDD1	0.0330687500380469	0.716594680300565	-0.172327195078957	0.0927336190834098	-0.203301164819532	0.0567462652306936	-0.158050624734591	0.115843781150834	-0.0122466653008049	0.903273305584694	-0.0535633951529455	0.564501123558661
ENSG00000003393	ALS2	0.0525748424729873	0.64622228992221	-0.0056026594626859	0.958054010648758	-0.0580729384603123	0.562311110866988	-0.0192981612546799	0.833817870180325	0.0128953711039452	0.902032100304846	0.0205148545341567	0.804660273496767
ENSG00000003402	CFLAR	0.110348930724307	0.170461447387509	0.229576360844134	0.0100550074896353	0.11796822135256	0.12487472999841	0.171228897569712	0.0423415441016114	0.0595499556119066	0.471723158980297	0.135056907264011	0.0625115204720527
ENSG00000003509	NDUFAF7	-0.0436521493231306	0.653053592954249	0.038878393165457	0.677346454022661	0.0847859003300098	0.40876231673985	0.228900302411287	0.0298891003211298	-0.186607499981409	0.066467445901415	-0.0620082925230623	0.467394241706242
ENSG00000003756	RBM5	0.201849545302831	0.00499136991640911	0.220688412203844	0.00338398152208218	0.0262584451433714	0.640591912525962	0.301844973319104	5.16308967839036e-05	-0.0890927272014022	0.159452849481097	0.111238146408443	0.212502777185432
ENSG00000003987	MTMR7	-0.639073882727848	0.123682419094678	0.1654638578404	0.636795690401202	0.837284623898038	0.0288671404517803	0.217358806992137	0.523654560277028	-0.0259970984255277	0.933555461745516	-0.152747927138822	0.647956206226764
ENSG00000003989	SLC7A2	-0.39798451706493	0.0283008250173842	-0.75886170097798	0.000650717989671758	-0.363280068353601	0.0286815722997027	-0.751048635974532	0.000175633942145388	-0.00219292981717034	0.987145691350299	-0.39126849162538	0.0455377576953044
ENSG00000004059	ARF5	0.0268883717460406	0.680953424093153	-0.156374740738194	0.080408424878024	-0.180671585861515	0.0425803349152405	-0.157064828779176	0.0610028044326985	0.00171213576148688	0.978377499674421	-0.0430184641675515	0.558432425569215
ENSG00000004139	SARM1	0.0562549433215862	0.521222354095745	-0.0957490387280524	0.255387852807906	-0.148178973779198	0.0404845153159998	-0.243872124362267	0.00789244353076109	0.151990223749561	0.147713789518336	0.0369208565301999	0.676951617722202
ENSG00000004142	POLDIP2	0.00862778847591361	0.882902156116143	-0.0477679825359392	0.435276813420964	-0.0568616521803262	0.339570804333053	-0.0360086884195141	0.590152683510576	-0.0130669697491443	0.841621969514048	-0.0180128432002906	0.726831059511731
ENSG00000004399	PLXND1	0.0975126047172807	0.244604339123364	0.263530043599522	0.00838111926012437	0.170804762493655	0.0448421058226888	0.020566700488887	0.775349079262019	0.24058323858163	0.00810665422262786	0.202291714735041	0.0119939878683238
ENSG00000004455	AK2	-0.13308646127724	0.0374880295057103	-0.123359543583697	0.05553294773426	0.00994223433071006	0.856779136535155	-0.0690731372460824	0.203185667616837	-0.0610557728102821	0.281599803338103	-0.106555222530271	0.0302661230081898
ENSG00000004478	FKBP4	-0.0209285075189092	0.727083701107518	0.0189533446301189	0.737489197131078	0.0400807081751333	0.492214539652861	0.0612283094597084	0.278002085420532	-0.0407611959435989	0.475113774854876	-0.0141404653304082	0.757970940171566
ENSG00000004487	KDM1A	-0.0037276325235851	0.947871598133494	-0.134156137602464	0.0398585812688411	-0.126903835039109	0.0346772634978881	-0.058305529240597	0.286970008842125	-0.0781769907201877	0.192872585302291	-0.0719171060449053	0.190147271378095
ENSG00000004534	RBM6	-0.0035729892726124	0.961969874452527	-0.247173239157886	0.00612550379237701	-0.245708835874757	0.00280319370597636	-0.0937131304362406	0.106214768105525	-0.154643471198804	0.0488577822027262	-0.134752921781868	0.099715747013562
ENSG00000004660	CAMKK1	0.352976960377021	0.0807536222964181	0.0457888166882159	0.82799688393628	-0.320826023890289	0.119351169196315	-0.0182089284217097	0.926146725729131	0.0478618876582606	0.830026697447978	0.15381143969187	0.383573799283705
ENSG00000004700	RECQL	0.165269524377894	0.047999091609746	0.190937848014931	0.0247954050767206	0.0228674336127064	0.713604357280005	0.21065072881108	0.00481885083052797	-0.0176764362941677	0.813111975508323	0.115486147197157	0.12002630253495
ENSG00000004766	VPS50	-0.0895289298906645	0.413922567839363	-0.0414535633322384	0.611694040409138	0.0453407047402212	0.648261522997562	-0.00712631961680188	0.921921585157283	-0.0352640423162418	0.656498938278476	-0.0548051520964146	0.459538011433049
ENSG00000004777	ARHGAP33	0.106918819151438	0.50230520677253	-0.00761397048084955	0.95334005740179	-0.110962659289219	0.333888848790385	-0.0924018552902224	0.299757037176145	0.0815036900153423	0.549872638855592	0.0619003520680597	0.59880791253536
ENSG00000004779	NDUFAB1	-0.101246622460029	0.180347136184459	-0.100815817000176	0.202638556198721	-0.0019854310590004	0.978393617568317	-0.051946237510057	0.524263583999279	-0.0472786440598796	0.53518435739519	-0.0844933202367688	0.17440557467021
ENSG00000004799	PDK4	0.247443764555824	0.392341718247498	0.833123057038612	0.010436506099196	0.599691633433666	0.0374105762181454	1.29661972896273	0.00220598461803535	-0.441080729963823	0.28080036999892	0.237253854076295	0.545839796310588
ENSG00000004838	ZMYND10	0.443976737561562	0.0877978980524742	0.537503288894663	0.0211847306147329	0.0901105680404521	0.689647151379688	0.424627402294389	0.0663585897025328	0.112510635074452	0.601756375471483	0.356870497284466	0.108038108557504
ENSG00000004848	ARX	-0.625372298580963	0.0530994158280477	-1.25993141120722	0.00221969821380314	-0.616298380300456	0.0907914452941771	-0.888101602234274	0.0329287858194899	-0.353734010235564	0.285748444888595	-0.754302219161477	0.0129144524918328
ENSG00000004864	SLC25A13	-0.13574073001649	0.0626453577162406	-0.224767861187754	0.00673432729713026	-0.0887783986432087	0.18311818598901	-0.222313546775526	0.00212201164214177	-0.000595773889465967	0.992470861762375	-0.121365298304111	0.0893198757160914
ENSG00000004866	ST7	-0.173511325027216	0.0874922643566461	-0.258380624488966	0.0160803537926777	-0.0821694741230523	0.407928265426195	-0.234730817556249	0.0257724050689833	-0.0283129278835883	0.771011291264287	-0.156325228510302	0.0837592629774318
ENSG00000004897	CDC27	-0.0874794680893149	0.243806209085547	-0.281710361238765	0.00126305287179925	-0.189251094787883	0.0147616378751802	-0.204765447173735	0.00355921320245717	-0.074304663227875	0.261941298826053	-0.149318002198235	0.0509744042809085
ENSG00000004961	HCCS	0.0291422909799417	0.757952936542315	0.0446280636584033	0.655895880116568	0.0121609696030367	0.884368823847216	-0.0394665043232321	0.657170881333879	0.0820812937135171	0.363332252081913	0.0520968807197759	0.463954129452943
ENSG00000004975	DVL2	0.120957438189162	0.103071163894784	0.132758367673351	0.071823339287404	0.015758889340125	0.811991764473832	0.0549033559123506	0.409771161487699	0.0770959648251486	0.238192923080092	0.110420877231705	0.0548033985080685
ENSG00000005007	UPF1	0.0823796657005733	0.310162119252017	-0.0281831059765922	0.706180392959867	-0.108676442493855	0.135825043736359	-0.137429242937756	0.0347257560868904	0.112416033466279	0.12172231800542	0.0563397290598093	0.397713211671269
ENSG00000005020	SKAP2	-0.0754796606986146	0.572107856947464	-0.0154467148404356	0.900035282740566	0.0615979506391362	0.589007589248454	0.0604189302414717	0.567307949970664	-0.0742289279055397	0.551363296907609	-0.055386145171088	0.569800987103921
ENSG00000005022	SLC25A5	-0.093224352203265	0.122930711938665	-0.130931064860978	0.03697279737623	-0.0370325095658908	0.515301925687938	-0.117626208594245	0.0370475383149999	-0.0122588723348533	0.808940762355153	-0.0791296560083659	0.122177897071086
ENSG00000005059	MCUB	0.0131203010626484	0.899353942445406	0.0722082400242936	0.472309899148041	0.0546864105858251	0.440597057593951	0.0359922768032623	0.626499114433422	0.0368539416678342	0.699633315086238	0.040148283770888	0.583309945108562
ENSG00000005075	POLR2J	-0.0201406690961639	0.763439662227479	0.0388582358643692	0.575309585263184	0.0603701678512314	0.357231620799227	0.15005490083032	0.0369682647138579	-0.108121353105774	0.132301790151535	-0.0295166785364849	0.606106047138494
ENSG00000005100	DHX33	0.00681664145724614	0.920015369887641	0.0995025051232004	0.125899549887112	0.0902702437767129	0.143623529955916	0.148427074715791	0.0201848001192217	-0.0553732874826913	0.396382120181199	0.0197943833154719	0.73097434027391
ENSG00000005108	THSD7A	-0.129200430081963	0.730243948288084	0.142148862240431	0.70047088223598	0.296187652772919	0.408554628986027	0.0423519592684466	0.906674149628722	0.0909352895663558	0.804815530699762	0.0416076227228155	0.876635813945804
ENSG00000005156	LIG3	-0.258997698304836	0.00213145638312605	-0.597231394102806	2.22708912834325e-06	-0.338006889384689	0.000191324117354912	-0.475385216481006	4.3987707536749e-06	-0.122311575146544	0.090280818397362	-0.327291587606808	0.0101508844866642
ENSG00000005175	RPAP3	0.0770195484527054	0.359899158702362	0.0901292223243502	0.287856913425683	0.0123273378469948	0.872753957217754	0.135541060127172	0.0877160089013295	-0.044391141554776	0.579223037289448	0.0412166114141321	0.55309376580464
ENSG00000005189	REXO5	-0.172583649838773	0.167677492240059	-0.00509636191885221	0.969129582055728	0.163703867878264	0.227288862936573	0.243250181930791	0.0849926120921644	-0.249875347483557	0.0665999109581774	-0.139991667678396	0.210874718939163
ENSG00000005194	CIAPIN1	0.0187027620575861	0.784551798711002	-0.0984077647418804	0.174894136251857	-0.116373371000036	0.0997969942898384	-0.0849786595685451	0.184865469050989	-0.0103355883393146	0.874570796732784	-0.0317157548087819	0.573892658532568
ENSG00000005206	SPPL2B	0.183431969252762	0.18891124745532	0.212564633660104	0.0712737426363054	0.028013742267623	0.782412831157186	0.117874966473658	0.125320047367095	0.0899293230185743	0.42558929321621	0.164358330624689	0.113614653720011
ENSG00000005238	FAM214B	0.22773492958294	0.0549347269766824	0.129985759831804	0.200975530372283	-0.0947978053765768	0.307166786084907	0.119866013810982	0.206002650594818	0.00410813749783934	0.969438506121534	0.12116874207052	0.203019208478695
ENSG00000005243	COPZ2	0.516287427237733	0.103592294628406	0.621084039949832	0.0537403211350392	0.100101488508413	0.708702465604673	0.476761786885352	0.124992446147125	0.148881179496372	0.642607515719738	0.432015898608014	0.0925673439432149
ENSG00000005249	PRKAR2B	0.0288846151110245	0.854320843074225	-0.335556859773741	0.112006605474351	-0.361290268825673	0.0672254045791281	-0.167425226280927	0.361150463064932	-0.163517906669405	0.323379190071858	-0.154933901855972	0.32449443647694
ENSG00000005302	MSL3	-0.0261877827833281	0.730250810337942	-0.125208492820065	0.132799245668915	-0.0979909589317929	0.210730171704233	0.0748263753385929	0.356967376260349	-0.198569121017857	0.0251097204547713	-0.114877367450481	0.0905127309706633
ENSG00000005339	CREBBP	0.0130828332271751	0.872633425254001	-0.125843498753836	0.158404245563121	-0.132709577612751	0.0903204743590388	-0.106039184619148	0.117870567537362	-0.0173506352595147	0.823052599899441	-0.0440464905833808	0.53793676877241
ENSG00000005379	TSPOAP1	-0.0049537949294356	0.974080165824355	-0.286799672407068	0.142576961768671	-0.277189201711809	0.133446277712452	-0.43548512012075	0.0227772705963973	0.149585421096517	0.347014982134971	-0.052063884077179	0.7405567954911
ENSG00000005436	GCFC2	-0.112469486562507	0.293436423234231	-0.257841855404709	0.0286700684132269	-0.142665996333552	0.179897824293188	-0.199418476471405	0.0690352153151221	-0.057558587675949	0.581403374935259	-0.143773126884643	0.111013058106797
ENSG00000005448	WDR54	0.0977459633496682	0.246725258603791	0.282092306234157	0.00250421875005224	0.186270814019822	0.0308132006315928	0.265720546424484	0.00228235291734644	0.0139366282668698	0.861544703631543	0.133068604582609	0.133897072655016
ENSG00000005469	CROT	-0.0780669631715036	0.593519422300157	-0.0884435495735056	0.51135604216547	-0.00746785987931453	0.958762057169912	0.0203947879724788	0.884202677609055	-0.102850351015756	0.464769318024668	-0.0891160052270137	0.39124941775545
ENSG00000005483	KMT2E	-0.102081278074876	0.148222128804079	-0.279332389701165	0.00101779996418653	-0.173453381372333	0.0187566593600792	-0.215181412733465	0.00328297661369959	-0.0600258008230297	0.318285970127213	-0.14543482924141	0.0525493842426368
ENSG00000005486	RHBDD2	0.0522116268677353	0.566630618567503	0.0253222401997464	0.78101141459732	-0.0228663464311047	0.793133876916626	0.00808332938896417	0.916603591126154	0.0193757460057338	0.795201035820133	0.0319043109658734	0.679565771098929
ENSG00000005513	SOX8	-0.449199777092473	0.000449119076645552	-0.820696413804702	1.05236254024899e-06	-0.371450187834427	0.000373943942104938	-0.636351844479829	7.789934914555e-07	-0.187157978506614	0.0553638296565587	-0.486790613988931	0.00416109374459357
ENSG00000005700	IBTK	-0.045932337015639	0.668018672132701	-0.164145075565086	0.0897713564168017	-0.115968187894108	0.178945979616536	-0.0785261386153353	0.353417835771173	-0.0851717965775221	0.432768868488668	-0.0997174014323656	0.251838494234715
ENSG00000005801	ZNF195	0.0974533811194656	0.185666681748915	0.053916859042423	0.431682813472078	-0.0439677684600603	0.522439707300871	0.136938805823903	0.0805029411156254	-0.0821899142391915	0.298406590993791	0.0230740672010832	0.738651298614961
ENSG00000005810	MYCBP2	-0.0371734947871838	0.722445086218286	0.0112302268246953	0.908228489284704	0.0485670416377397	0.669058579781455	-0.10780937389144	0.248535059685642	0.124824194991638	0.222352515977796	0.0311632121063754	0.744111817960799
ENSG00000005812	FBXL3	-0.10866342482909	0.231467655161821	-0.0678630334995987	0.458200129587547	0.0361588334011298	0.684841632336472	0.121596068908404	0.285475747131658	-0.186614698744191	0.106469520401328	-0.121542025270142	0.161319128436505
ENSG00000005882	PDK2	0.383552357670323	0.0205711762092925	0.450395471463795	0.00151497423546536	0.0540431945887674	0.68456145419785	0.246360156983978	0.0317304285531482	0.195967983943417	0.0758754428038718	0.345726173686484	0.0110911101789102
ENSG00000005884	ITGA3	-0.313971092465109	0.0364933222537216	0.166090666061482	0.153735975048571	0.47459483008683	0.00154962918558803	-0.12771693423303	0.20093415561627	0.288297505212305	0.0238279372695637	0.041352192753572	0.799771520435695
ENSG00000005889	ZFX	-0.137171611485249	0.0764660445958327	-0.179438131234184	0.0317755571110916	-0.0384155502636716	0.597391645906251	-0.101316067975099	0.206770010040085	-0.0735598859267306	0.38081919524145	-0.130778521285644	0.0587813284044226
ENSG00000005893	LAMP2	-0.0276910063500244	0.654506545663622	-0.032502225431104	0.614526396655459	-0.00467195374475793	0.939512488376205	-0.101903797208698	0.138102284135752	0.0709063753396801	0.287376710678495	0.00144476780472136	0.980241653164461
ENSG00000005961	ITGA2B	0.492420203001443	0.0996097771765148	0.42216106260756	0.153958523905661	-0.0773391879190293	0.759279606875358	0.478888068959618	0.124442270527281	-0.0734831370754021	0.825734454675207	0.295331592012456	0.26185012416655
ENSG00000006007	GDE1	-0.241486110304604	0.0230556648214855	-0.269059106864239	0.0146391559601104	-0.0263132927302285	0.727811973008591	-0.151551980570172	0.0575423833985521	-0.11498457704009	0.240332079083597	-0.211341730930239	0.0121141920174503
