ensemble	symbol	log2fc_LMP_602-Ctrl_602	pvalue_LMP_602-Ctrl_602	log2fc_LMP.Olap_602-Ctrl_602	pvalue_LMP.Olap_602-Ctrl_602	log2fc_LMP.Olap_602-LMP_602	pvalue_LMP.Olap_602-LMP_602	log2fc_LMP.Olap_602-Ola_602	pvalue_LMP.Olap_602-Ola_602	log2fc_Ola_602-Ctrl_602	pvalue_Ola_602-Ctrl_602	log2fc_treated_602-Ctrl_602	pvalue_treated_602-Ctrl_602
ENSG00000000003	TSPAN6	-0.0529924930346182	0.663168194229911	-0.0761425441617858	0.468564639727257	-0.0249885626483897	0.770160041669014	-0.107471030691047	0.293681305259145	0.0362352630820002	0.743366711011938	-0.0330138093381445	0.687420376832877
ENSG00000000419	DPM1	-0.204983516366134	0.0590451231771636	-0.139988717807254	0.106352273612231	0.0689205202835508	0.329254443461028	0.0623199863135584	0.457112840242069	-0.198444595053269	0.0543171835647368	-0.182155842734162	0.0098369762862982
ENSG00000000457	SCYL3	-0.342449756733602	0.0836370682592501	-0.129136533721158	0.472956018344067	0.214995693890256	0.201416272143894	-0.0239721052995443	0.894572211640922	-0.104602584101297	0.545977857052038	-0.192894592451819	0.153530712841008
ENSG00000000460	C1orf112	0.163562249820661	0.219444636733351	0.459160304607813	6.19175647335947e-05	0.292539827076242	0.00423637765465888	0.355272318380809	0.000967189097511028	0.104570804519375	0.458177781185874	0.251788659698398	0.0967985407221556
ENSG00000001036	FUCA2	-0.0482252219500197	0.653868510879694	-0.00874179992998503	0.918313115991964	0.0383476688374698	0.567586514287435	0.124712150136672	0.123340080509915	-0.13779295179189	0.17546179345533	-0.063999074828839	0.367292832889792
ENSG00000001084	GCLC	-0.0440713002052338	0.724697610378302	-0.129663549865259	0.242440865502334	-0.0823736692605701	0.391794275186775	0.0239875235011633	0.832086261821342	-0.158790220226253	0.199683036186512	-0.107437265731953	0.238006205985341
ENSG00000001167	NFYA	-0.0703486384923684	0.494011142425742	-0.0983126842509119	0.209239264984985	-0.0296933780857875	0.629371909010528	-0.0703802441301749	0.328033592477405	-0.026123069813293	0.774299455283946	-0.0653033900271867	0.306942656951057
ENSG00000001460	STPG1	0.20216356425363	0.549509166538105	0.534198678403532	0.0801830748233086	0.337700476990852	0.226237101481897	0.59781476003841	0.0493820914065341	-0.0662332082306529	0.824261215680449	0.228545438462468	0.399688323321447
ENSG00000001461	NIPAL3	0.292976747134536	0.00492550800148617	0.10668603871638	0.190500245164819	-0.186255211624931	0.00630707486174249	0.0540409037814316	0.471778265960298	0.0573652893487457	0.54438701567921	0.152762753850617	0.0904788311111535
ENSG00000001497	LAS1L	0.042104524778102	0.663189545144566	0.0741390392130681	0.292476122208039	0.0302277559089648	0.54316916813805	0.108494628268998	0.0754064260161062	-0.0380350301241537	0.649890405798109	0.0268868368661686	0.6244002729821
ENSG00000001561	ENPP4	-0.40532786847565	0.0440130021294456	-0.113477196986163	0.526610466511035	0.293661128505629	0.094271004222065	0.115103749557102	0.52230303581989	-0.226069112224229	0.212592057197401	-0.247210277064533	0.0932710491334809
ENSG00000001629	ANKIB1	-0.0665764316790396	0.503130999224923	-0.0833282384127711	0.259934473865498	-0.0174474180501916	0.747191033192016	-0.107887555862907	0.0991378708979255	0.0264187370924978	0.763133715672078	-0.0418911351126843	0.487012789500491
ENSG00000001630	CYP51A1	-0.125570609913506	0.196794847066974	-0.11109468425273	0.119248384365963	0.0102303814264912	0.845478231940558	-0.00279215047882531	0.964191889306492	-0.111011905695745	0.21898070281215	-0.117949137959335	0.0509719659340506
ENSG00000001631	KRIT1	-0.0148104020896183	0.885337873973373	-0.100395928499212	0.201570099660509	-0.0833258617900281	0.179337529436062	-0.0960715442979776	0.185820863984151	-0.00556925075885406	0.952014396100242	-0.03913257555506	0.570063039812025
ENSG00000002016	RAD52	-0.0109850907311344	0.934199162136168	-0.128179703859401	0.282104949226186	-0.120417614365431	0.24603778833382	-0.0812904323339021	0.496764572893014	-0.0478401139264104	0.695517448265141	-0.064751586146631	0.459030424879732
ENSG00000002330	BAD	0.080202847835662	0.562033329097052	0.218392709089191	0.0714071857121146	0.145250218165128	0.168146400055531	0.0187024935210669	0.8711298156793	0.196647253397584	0.126456558310858	0.168117909678183	0.102285506197167
ENSG00000002549	LAP3	0.0729772749133195	0.464792670684239	0.0131468061522515	0.860182891165736	-0.0638027922789579	0.250577843523116	0.0630810989762223	0.349283739428855	-0.0477380589668037	0.593416139230789	0.0126816710544846	0.829704384615106
ENSG00000002586	CD99	-0.194672687963166	0.0657211635599481	-0.283873189206284	0.000666593487572466	-0.0903066301811508	0.184392380883818	-0.308499436418623	8.81701649810567e-05	0.0260161814079902	0.791450749353927	-0.152376582436383	0.138087809563485
ENSG00000002586	PAR	-0.194672687963166	0.0657211635599481	-0.283873189206284	0.000666593487572466	-0.0903066301811508	0.184392380883818	-0.308499436418623	8.81701649810567e-05	0.0260161814079902	0.791450749353927	-0.152376582436383	0.138087809563485
ENSG00000002587	HS3ST1	-0.0534166260231261	0.667029219465467	-0.0871198084790494	0.417851215226359	-0.0301356820254242	0.742598529616885	-0.0504520977296181	0.638535182200946	-0.0317348477607009	0.795951621460355	-0.0561226375446449	0.524655208759514
ENSG00000002822	MAD1L1	-0.219918493435917	0.077981295492555	-0.258619908063766	0.01719335856603	-0.0374378263017681	0.690005848639827	-0.189334849196533	0.0797370344554303	-0.065765589186161	0.558915323284816	-0.179531513272642	0.064978563378049
ENSG00000002834	LASP1	0.0963674392539726	0.277824913603108	0.106288098230667	0.0881501080264203	0.0139421415031968	0.725590273042161	0.112320690884996	0.0244595423096911	-0.00287800367359914	0.968378273903794	0.069127328210886	0.198003549929
ENSG00000002919	SNX11	0.208259021776871	0.116984608349062	0.147230150341314	0.212550941982148	-0.0589228689507646	0.543847197154293	0.0607839359186109	0.596094424719121	0.087514859933651	0.47555925922104	0.149252483917143	0.0955056551881637
ENSG00000003056	M6PR	-0.0350125512762611	0.731464056582949	-0.0467620593861833	0.545333905544584	-0.0147216565124761	0.800171289862326	0.0238755804329935	0.736325778825974	-0.0741860562038932	0.416819515429723	-0.0518487083464443	0.332398347173706
ENSG00000003096	KLHL13	-0.110951887750725	0.270797491110384	-0.0184911587086676	0.805969855901701	0.0908004929509119	0.125410653453718	-0.0827041116234923	0.215481900295744	0.0579359816605054	0.532964662940834	-0.0241212673215871	0.740558670289198
