Ctrl_417_R1B1	Ola_417_R1B1	Ctrl_417_R2B2	Ola_417_R2B2	Ctrl_417_R3B2	Ola_417_R3B2
ENSG00000087111.21|PIGS	2718	2175	1993	2224	1991	2088
ENSG00000087152.15|ATXN7L3	1875.12	1505.55	1517.89	1668	1687	1907.6
ENSG00000087157.19|PGS1	902	719	828	853	823	1010
ENSG00000087191.13|PSMC5	5420.14	3869.32	3964.67	4307.73	4320.39	3958.96
ENSG00000087206.17|UIMC1	536	424	400	388	444	437
ENSG00000087245.13|MMP2	5324.97	4221.98	3652.97	3713.98	1574.99	1686.99
ENSG00000087250.8|MT3	314	227	355	344	70	113
ENSG00000087258.15|GNAO1	2246	2007	2423	2461	1318	1521
ENSG00000087263.16|OGFOD1	1300.25	907	966.59	1064	1312.89	1132
ENSG00000087266.16|SH3BP2	609	517	578	640	632	749
ENSG00000087269.16|NOP14	999.43	821.11	765.26	820.65	960.47	1015.96
ENSG00000087274.17|ADD1	10132	8444	9481	10042	10491	10721
ENSG00000087299.12|L2HGDH	392.93	314	345	365	557	554.99
ENSG00000087301.9|TXNDC16	782	649	610	723	835	808
ENSG00000087302.9|RTRAF	1937.6	1354.95	1331.75	1373.81	1765.62	1529.51
ENSG00000087303.18|NID2	19.4	16.05	10.25	16.19	65.38	70.49
ENSG00000087338.5|GMCL1	1236	957	1029	1081	1157	1041
ENSG00000087365.15|SF3B2	9484	7660	8480	8625	7262.39	7495
ENSG00000087448.11|KLHL42	1364	1040	1229	1289	1272	1263
ENSG00000087460.24|GNAS	25019	19117	20684	22288.44	22269	21012
ENSG00000087470.17|DNM1L	2255.67	1773.09	1929.07	2085.41	1980.86	1825.55
ENSG00000087494.15|PTHLH	623.97	489	542.98	542	1241	1185.99
ENSG00000087495.17|PHACTR3	17	11	24	19	2	3
ENSG00000087502.18|ERGIC2	972	766	785	864	1039	876
ENSG00000087586.17|AURKA	1251.99	879.97	1170	1422.98	1934	1816.98
ENSG00000087842.11|PIR	1725	1300	1108	1246	986	926
ENSG00000087884.14|AAMDC	458	303	316.99	329.37	331	295
ENSG00000087903.13|RFX2	236	215	241	226	148	221
ENSG00000087995.15|METTL2A	688.8	482.23	558.42	576	635.05	594.72
ENSG00000088035.17|ALG6	379	338	269	354	313	276
ENSG00000088038.19|CNOT3	1077.68	825.41	942.09	849.33	896.54	989.09
ENSG00000088179.9|PTPN4	759	624	755	738	575	532
ENSG00000088205.13|DDX18	1895	1382	1564	1767.45	1544	1342
ENSG00000088247.17|KHSRP	5856	5015	4804	5294	5302	5968
ENSG00000088256.9|GNA11	2852.47	2495.57	2548.43	2707	1997.79	2565.65
ENSG00000088280.19|ASAP3	506	435	323	434	368	374
ENSG00000088298.13|EDEM2	667	494	466	530	660	636
ENSG00000088305.18|DNMT3B	192	176	209	264	235	242
ENSG00000088325.16|TPX2	4666	3637	4649	5264	6159	5879
ENSG00000088340.16|FER1L4	57	58	32	32	35	45
ENSG00000088356.6|PDRG1	371	302.99	326	339	446	420
ENSG00000088367.22|EPB41L1	2818	2414	3045	3200	2078	2114
ENSG00000088387.19|DOCK9	1685	1243	1426	1382	811	798
ENSG00000088448.14|ANKRD10	3220	2470	2616	2882	2170	2083
ENSG00000088451.11|TGDS	151	82	102	144	152	124
ENSG00000088538.13|DOCK3	727	504	575	538	847	803
ENSG00000088543.15|C3orf18	769	656	619	646	545	606
ENSG00000088682.14|COQ9	1430	1120	1141	1314	1020	994
ENSG00000088727.12|KIF9	56.25	67.92	48.29	64.27	64.3	45.47
ENSG00000088766.11|CRLS1	370.39	246.65	302.73	267.52	308.53	287.96
ENSG00000088808.17|PPP1R13B	885.37	711.41	772.64	879.36	827.5	929.64
ENSG00000088812.18|ATRN	1939	1485	1555	1575	1369	1344
ENSG00000088826.18|SMOX	227	176	146	178	262	354
ENSG00000088832.17|FKBP1A	3419.87	2372.85	2442.86	2640.92	4746.88	4397.66
ENSG00000088833.17|NSFL1C	1462	1203	1195	1202	1173	1202
ENSG00000088836.13|SLC4A11	40	42	40	61	65	83
ENSG00000088854.12|C20orf194	852	677	844	893	887	871
ENSG00000088876.11|ZNF343	378.51	318.98	376.6	386.76	453.97	455
ENSG00000088881.20|EBF4	837	690	708	704	649	782
ENSG00000088882.8|CPXM1	1676	1391	913	1075	1585	1916
ENSG00000088888.18|MAVS	5163	4381	4346	4589	4200	4612
ENSG00000088899.15|LZTS3	1180	957	1037	1018	840	1009
ENSG00000088930.8|XRN2	2363.79	1945.85	1961.87	2080.84	2388.91	2451.73
ENSG00000088970.16|KIZ	265	195	160	176	178	135
ENSG00000088986.11|DYNLL1	3988	2854	3166	3389	3352	3340
ENSG00000088992.18|TESC	28	10	10	16	20	16
ENSG00000089006.16|SNX5	1488	1047	1281	1300	1265	1247
ENSG00000089009.15|RPL6	8560.06	6559.93	6341.33	6954.76	7457.79	6501.49
ENSG00000089022.14|MAPKAPK5	708.28	525.89	542.5	565.19	656.84	609.62
ENSG00000089041.17|P2RX7	805.53	728.59	878.37	870.85	704.4	738.89
ENSG00000089048.14|ESF1	796	584	730	742	771	676
ENSG00000089050.16|RBBP9	1041	831	774	870	842	782
ENSG00000089053.13|ANAPC5	2601	1963	1952	2081	1710	1689
ENSG00000089057.15|SLC23A2	3353	2711	2773	3040	2457	2451
ENSG00000089060.11|SLC8B1	6	11	18	12	17	11
ENSG00000089063.15|TMEM230	2618	1943	2022	2181	1849	1538
ENSG00000089091.16|DZANK1	78	58	60	69	69	66
ENSG00000089094.19|KDM2B	1039.81	855.08	802.73	891.36	866.7	1058.83
ENSG00000089101.18|CFAP61	15	18	12	28	25	22
ENSG00000089123.16|TASP1	415	272	363	391	211	164
ENSG00000089127.13|OAS1	707	453	688	630	281	240
ENSG00000089154.11|GCN1	2745	2394	2223	2409	2177	2608
ENSG00000089157.16|RPLP0	11469.86	8484.13	8587.34	9411.73	12039.91	12133
ENSG00000089159.16|PXN	1759.99	1476.41	1486.5	1576.61	2507.37	2666.82
ENSG00000089163.4|SIRT4	22	7	5	14	27	25
ENSG00000089195.15|TRMT6	503	405	451	438	554	571
ENSG00000089199.10|CHGB	430	305	253	272	617	531
ENSG00000089220.5|PEBP1	3752	2973	3121	3386	3536	3445
ENSG00000089225.19|TBX5	69.86	53.9	54	58	55	58.86
ENSG00000089234.16|BRAP	442	345	366	434	387	450
ENSG00000089248.7|ERP29	3604.48	2862.25	2842.5	2916.06	3940.01	4011
ENSG00000089280.18|FUS	13065	9588	11079	11809	11420	11168
ENSG00000089289.16|IGBP1	727	529	553	612	793	671
ENSG00000089335.21|ZNF302	677.45	506.32	565	624.37	617.8	545.01
ENSG00000089351.14|GRAMD1A	418	377	309	364	283	319
ENSG00000089486.17|CDIP1	1130	973	898	1031	1037	1188
ENSG00000089505.17|CMTM1	8	8	17	31	10.81	14.37
ENSG00000089558.9|KCNH4	22	15	26	24	13	15
ENSG00000089597.18|GANAB	19117	15265	15384	16089	15065	15575
ENSG00000089639.11|GMIP	755	631	571	564	431	611
ENSG00000089682.16|RBM41	267	179	195	211	226	247
ENSG00000089685.15|BIRC5	2173	1630	2103	2394	2616	2847
ENSG00000089692.9|LAG3	13	23	25	19	25	25
ENSG00000089693.10|MLF2	4140	3051	3137	3494	3580	3597
ENSG00000089723.10|OTUB2	184.17	140.26	169.49	158.89	230.14	221.62
ENSG00000089737.17|DDX24	4945.83	3760.74	4028.51	4434.11	5302.86	4930.38
ENSG00000089775.11|ZBTB25	396.4	313.64	467.12	448.31	474.19	418.11
ENSG00000089818.18|NECAP1	1445	1078	1111	1239.46	1250.73	1139
ENSG00000089820.15|ARHGAP4	67.59	65	47.7	51	31	38
ENSG00000089847.12|ANKRD24	125	85	104	102	31	43
ENSG00000089876.11|DHX32	795.24	646.94	646.78	622.89	871.36	864.26
ENSG00000089902.10|RCOR1	2427	1929	2017	2153	2072	1909
ENSG00000089916.17|GPATCH2L	1704	1315	1766	1828	1660	1625
ENSG00000090006.17|LTBP4	1385	1307	1108	1125	918	1497
ENSG00000090020.11|SLC9A1	1139	1007	971	1027	801	1069
ENSG00000090054.15|SPTLC1	1534.45	1150.06	1289.49	1345.05	1540.33	1469
ENSG00000090060.17|PAPOLA	5889	4659	4685	4970	4703	4271
ENSG00000090061.17|CCNK	1586.87	1194.94	1267.78	1260.33	1477.33	1473.95
ENSG00000090097.21|PCBP4	2404	1922	1953	1991	2117	2538
ENSG00000090238.11|YPEL3	264.05	220	175.52	202	159.61	220.78
ENSG00000090263.16|MRPS33	535	397	336	387	490	394
ENSG00000090266.13|NDUFB2	903.22	707.55	686.36	749.44	748.54	677.06
ENSG00000090273.14|NUDC	2417	1871	1905	2094	1757	1928
ENSG00000090316.16|MAEA	1457	1248	1159	1248	1201	1504
ENSG00000090339.9|ICAM1	971	807.84	1111.41	1104	603.42	748.66
ENSG00000090372.15|STRN4	1949	1627	1599	1656	1164	1534.88
ENSG00000090432.7|MUL1	1154	960	956	1033	941	978
ENSG00000090447.12|TFAP4	119	137	114	139	108	159
ENSG00000090470.15|PDCD7	807	641	634	640	791	727
ENSG00000090487.11|SPG21	1641	1294	1199	1368	1728	1535
ENSG00000090520.11|DNAJB11	1908.25	1520.61	1528.51	1524.5	1981.49	1704.93
ENSG00000090530.10|P3H2	248	217	222	185	96	77
ENSG00000090534.19|THPO	45	30	27.03	37	74	80
ENSG00000090539.15|CHRD	518	520	478.97	461	590	845
ENSG00000090554.13|FLT3LG	77.89	67	88.15	68.75	58.68	77.42
ENSG00000090565.16|RAB11FIP3	1277	1078	1052	1142	737	1024
ENSG00000090581.10|GNPTG	1068.94	853.29	783.85	768.37	729.68	852.68
ENSG00000090612.21|ZNF268	869	739	773	787	815	786
ENSG00000090615.15|GOLGA3	1656	1423	1252	1369	1359	1546.97
ENSG00000090621.14|PABPC4	1572.93	1172	1181	1283	1812.97	1807
ENSG00000090661.12|CERS4	653	522	443	460	325	391
ENSG00000090674.16|MCOLN1	770	667	575	584	691	843
ENSG00000090686.15|USP48	1433	1136	1200	1332	1385	1299
ENSG00000090776.6|EFNB1	1633	1388	1662	1731	1009	1172
ENSG00000090857.13|PDPR	1638.6	1318.65	1415.42	1518.26	1621.43	1606.38
ENSG00000090861.15|AARS	6131	4771	5047	5434	4889	4802
ENSG00000090863.11|GLG1	5825	4692	4720	4991	4341	4456
ENSG00000090889.12|KIF4A	2003.99	1499.15	2174	2200	2607	2524
ENSG00000090905.19|TNRC6A	1783	1385	1563	1591	1865	1716
ENSG00000090924.15|PLEKHG2	1449	1183	1281	1221	1254	1407
ENSG00000090932.10|DLL3	168	165	116	120	42	53
ENSG00000090971.5|NAT14	476	380	356	387	298	357
ENSG00000090975.12|PITPNM2	253	206	189	201	194	284
ENSG00000090989.18|EXOC1	1536	1118	1348	1562	1521	1310
ENSG00000091009.8|RBM27	683.8	529.08	584.56	519.47	636.6	538.59
ENSG00000091039.17|OSBPL8	2371	1792	1935	2109	2681	2416
ENSG00000091073.19|DTX2	171.2	142.08	127.7	138.3	141.69	197.71
ENSG00000091106.19|NLRC4	3	8	4	11	15	12
ENSG00000091127.14|PUS7	371	246	251	249	271	267
ENSG00000091128.13|LAMB4	15	17	9	13	19	11
ENSG00000091129.20|NRCAM	17753	14261	15088	16035	19305	17831
ENSG00000091136.14|LAMB1	4469.24	3327	3652	3659.18	6940.64	6778.73
ENSG00000091137.12|SLC26A4	54	31	34	41	15	23
ENSG00000091140.14|DLD	2307	1805	1752	2014	2652.39	2524
ENSG00000091157.13|WDR7	909.38	775.87	741.93	895.32	925.7	905.45
ENSG00000091164.13|TXNL1	1432.62	1107.1	1183.37	1344.68	1512.25	1358.55
ENSG00000091262.15|ABCC6	79.04	59.78	67.43	85.35	91.56	85.52
ENSG00000091317.8|CMTM6	2188.99	1632	1513	1747	2784	2341
ENSG00000091409.15|ITGA6	2990	2401	2766	3119.99	2618	2590
ENSG00000091428.18|RAPGEF4	35	24	83	71	78	75
ENSG00000091436.17|MAP3K20	3577	2804.99	3030.98	3224	3145.95	3063
ENSG00000091483.6|FH	2193	1513	1591	1837	2601	2419
ENSG00000091490.11|SEL1L3	1924	1429	1380	1356	1774	1683
ENSG00000091513.16|TF	12	14	22	19	25	14
ENSG00000091527.15|CDV3	4064	3160	3119	3272	4763	4478
ENSG00000091542.9|ALKBH5	2275	1798	2339.82	2208	1610	1647.79
ENSG00000091622.16|PITPNM3	791.19	714.07	742.27	932.16	414.02	453.07
ENSG00000091640.8|SPAG7	1186	954	830	923	902	974
ENSG00000091651.9|ORC6	432.17	265.66	338.61	393	613	524.3
ENSG00000091656.17|ZFHX4	568	416	586	561	461	448
ENSG00000091732.16|ZC3HC1	768	636	563	680	782	774
ENSG00000091844.8|RGS17	1035	745	965	1048	1367	1197
ENSG00000091947.10|TMEM101	611	457	438	448	550	615
ENSG00000091986.15|CCDC80	1615	1263	1723	1574	2834	2943
ENSG00000092010.15|PSME1	2533	1835	1884	2044	2411	2085
ENSG00000092020.10|PPP2R3C	880.82	594.86	636.74	685.86	809.69	624.34
ENSG00000092036.18|HAUS4	470.1	397.77	365.19	406.28	434.05	404.19
ENSG00000092051.17|JPH4	1208	927	953	965	988	1068
ENSG00000092054.13|MYH7	152.99	129.98	133	148.97	13	9
ENSG00000092068.20|SLC7A8	430	363	316	333	422	453
ENSG00000092094.11|OSGEP	1589.4	1222.42	1290.74	1534.25	1212.36	1131.06
ENSG00000092096.16|SLC22A17	1912	1661	1400	1633	978	1131
ENSG00000092098.17|RNF31	893.19	712.14	870.33	854.77	603.9	707.55
ENSG00000092108.20|SCFD1	1549	1094	1153	1201	1165	1066
ENSG00000092140.16|G2E3	743	532	718	825	843	751
ENSG00000092148.13|HECTD1	3716	2894	3128	3313	3891	3818
ENSG00000092199.17|HNRNPC	10086.68	7661.91	8172.91	8733.86	10224.92	9357.88
ENSG00000092201.10|SUPT16H	6719.93	5082.95	5825.91	6299.89	7018.94	6983.94
ENSG00000092203.14|TOX4	2239.55	1708.46	1738.58	1834.64	2083.15	1964.57
ENSG00000092208.17|GEMIN2	307	238	275	254	293	245
ENSG00000092295.12|TGM1	32	32	36	42	34	23
ENSG00000092330.17|TINF2	2112	1611	1490	1632	1660	1646
ENSG00000092421.16|SEMA6A	69.97	65.81	87.81	97.74	146	127.44
ENSG00000092439.15|TRPM7	2221	1767	1718	1921	2296	2157
ENSG00000092445.12|TYRO3	2016	1533	1562	1740	2003	2512
ENSG00000092470.12|WDR76	1006	815	879	926	988	1031
ENSG00000092529.24|CAPN3	62.06	42.91	48.74	46.36	45.73	30.84
ENSG00000092531.10|SNAP23	1495.1	1143.03	1015.2	1203.89	1401.59	1193.45
ENSG00000092621.12|PHGDH	3582	2662	2896	3146	2924	3399
ENSG00000092758.17|COL9A3	91	97	65	68	58	92
ENSG00000092820.18|EZR	3606	3098	3337	3498	3663	3705
ENSG00000092841.18|MYL6	20397.18	14301.9	14669.25	14927.36	15103.73	14109.87
ENSG00000092847.12|AGO1	1508	1197	1140.25	1232	1221.82	1206
ENSG00000092853.14|CLSPN	876	641	811	880	1191	1107.96
ENSG00000092871.16|RFFL	3445.92	2488.99	2524.5	2599.42	2364.35	2175.8
ENSG00000092929.11|UNC13D	70	67	71	97	55	71
ENSG00000092931.11|MFSD11	1035.71	809.46	794.7	832.67	1239.67	1098.63
ENSG00000092964.18|DPYSL2	2465	1958	2138	2349	1837	2022
ENSG00000092969.12|TGFB2	1141.25	917.52	1245	1253.48	158	129
ENSG00000092978.11|GPATCH2	350	283	348	350	339	350
ENSG00000093000.19|NUP50	1447.95	1126.52	1352	1466.93	1837	1780
ENSG00000093009.9|CDC45	776	546	661	663	853	783
ENSG00000093010.13|COMT	1729	1490	1394	1412	741	1013
ENSG00000093100.13|AC016026.1	419.29	368.92	452.49	405.82	488.18	481.91
ENSG00000093144.19|ECHDC1	1098	847	799	920	1334	1269
ENSG00000093167.18|LRRFIP2	925	697	769	935	1271	1168
ENSG00000093183.14|SEC22C	1932.86	1422	1656	1782.96	2100.9	1918.93
ENSG00000093217.10|XYLB	150	137	117	113	209	183
ENSG00000094631.19|HDAC6	3705	3081	3062	3034	2581	2809
ENSG00000094804.11|CDC6	1182	850	997	1165	1476	1401
ENSG00000094841.14|UPRT	338	209	254	242	242	218
ENSG00000094880.11|CDC23	782	610	623	660	858	793
ENSG00000094914.13|AAAS	1708	1265	1252	1355	1266	1308
ENSG00000094916.16|CBX5	4760	3688	4656	5070	4320	4334
ENSG00000094975.14|SUCO	2800	2220	2518	2712	2804	2541
ENSG00000095002.14|MSH2	109	64	64	106	102	98
ENSG00000095015.6|MAP3K1	823	667	878	883	577	610
ENSG00000095059.16|DHPS	1724.73	1356.11	1348.13	1479.43	1375.54	1326.28
ENSG00000095066.11|HOOK2	1294.03	1113	1012.02	1120.04	942.05	1051
ENSG00000095139.14|ARCN1	4995	3837	3949	4258	4571	4214
ENSG00000095203.14|EPB41L4B	48	37	34	40	22	20
ENSG00000095209.12|TMEM38B	510	426	433	510	718	610
ENSG00000095261.14|PSMD5	1272	979	976	1152	1342	1173
ENSG00000095303.16|PTGS1	477	302	580	551	171	169
ENSG00000095319.14|NUP188	4397	3527	3906	4129	4316	4596.58
ENSG00000095321.17|CRAT	3562	3097	3095	3236	3130	4022
ENSG00000095370.20|SH2D3C	36	19	24	13	12	20
ENSG00000095380.11|NANS	1056.74	816.64	836	845.91	952	1023
ENSG00000095383.20|TBC1D2	98	111	90	93	85	79
ENSG00000095397.14|WHRN	325	293	297	268	174	225
ENSG00000095485.18|CWF19L1	719	484	468.94	590.96	640	569.95
ENSG00000095539.15|SEMA4G	646.84	500.63	558.96	559.37	594.79	618.48
ENSG00000095564.14|BTAF1	3417	2549	2891	2693	2782	2385
ENSG00000095574.11|IKZF5	616	515	513	502	495	427
ENSG00000095585.16|BLNK	33	15	31	37	30	26
ENSG00000095587.9|TLL2	43	32	37	48	23	22
ENSG00000095596.12|CYP26A1	34	28	10	8	15	8
ENSG00000095637.22|SORBS1	1281	967	1217	1243	754	764
ENSG00000095713.14|CRTAC1	274	237	302	384	32	56
ENSG00000095739.11|BAMBI	66	33	32	45	43	43
ENSG00000095752.7|IL11	21	23	26	19	71	75
ENSG00000095787.22|WAC	4989	3761	3980	4046	3718	3609
ENSG00000095794.19|CREM	412	271	299	359	308	296
ENSG00000095906.17|NUBP2	401	364	330	344	216	411
ENSG00000095951.17|HIVEP1	484	392	355	407	337	298
ENSG00000096063.16|SRPK1	1449.37	1137.08	1188.19	1323.54	1971.28	1819.95
ENSG00000096070.19|BRPF3	1583	1325	1267	1330	1381	1381
ENSG00000096080.11|MRPS18A	305.55	242.27	220.34	288.16	245.1	250.6
ENSG00000096092.6|TMEM14A	692	503	478	651	771	628
ENSG00000096093.16|EFHC1	919	697.01	781	792	846	822
ENSG00000096384.20|HSP90AB1	28635.96	21409.98	22144.98	24569.97	29592.96	27065.94
ENSG00000096401.8|CDC5L	2307	1822	2002	2141	2395	2350
ENSG00000096433.11|ITPR3	1190.41	1046.99	1033.92	1078.28	1928.84	2345.75
ENSG00000096654.15|ZNF184	329	238	352	397.99	385	423
ENSG00000096717.12|SIRT1	810	660	666	775	757	704
ENSG00000096746.17|HNRNPH3	5473.99	3930.97	4253.99	4600.99	4511	4163
ENSG00000096872.16|IFT74	145	99	104	147	120	121
ENSG00000096968.13|JAK2	303	220	242	254	258	268
ENSG00000097007.18|ABL1	3470	3115	3366	3191	2588	2946
ENSG00000097021.19|ACOT7	1448	1291.64	1348	1426	1575	2055
ENSG00000097033.14|SH3GLB1	2733	2076	2334	2582	2985	2672
ENSG00000097046.13|CDC7	879	616	876	856	884	777
ENSG00000097096.9|SYDE2	86	56	73	91	92	92
ENSG00000099139.13|PCSK5	60	41	64	66	106	78
ENSG00000099194.6|SCD	22281	17698.99	21934	20941.99	23472	23890
ENSG00000099203.7|TMED1	897.5	798.38	732.18	825.63	430.57	560.66
ENSG00000099204.20|ABLIM1	1273	924	1015	1110	1256	1176
ENSG00000099219.14|ERMP1	370	315.02	322	355	350.06	300.05
ENSG00000099246.16|RAB18	2628	2050	1975	2299	2572	2202
ENSG00000099250.18|NRP1	4260.17	3479.46	4032	4223	9953	9617.81
ENSG00000099251.14|HSD17B7P2	159.97	131.4	133.85	138.08	156.97	157.6
ENSG00000099256.19|PRTFDC1	978	688	915	920	984	876
ENSG00000099260.11|PALMD	27	22	26	20	35	36
ENSG00000099282.10|TSPAN15	429	347	365	341	562	650
ENSG00000099284.14|H2AFY2	420	302	291	304	350	280
ENSG00000099290.17|WASHC2A	4261.32	3669.53	3619.75	3916.86	4015.16	3961.67
ENSG00000099308.10|MAST3	803.68	707.82	602.8	692.72	463.45	589.02
ENSG00000099326.8|MZF1	329.91	250.59	290.83	256.58	251.47	223.01
ENSG00000099330.9|OCEL1	377	262	226	306	239	237
ENSG00000099331.13|MYO9B	3569	3061	3119	3218	2816	3629
ENSG00000099337.5|KCNK6	143	102	145	128	167	211
ENSG00000099338.23|CATSPERG	78	64	69	56	32	36
ENSG00000099341.11|PSMD8	2292	1746	1672	1804	1940	1903
ENSG00000099364.16|FBXL19	395	328	254	252	295	400
ENSG00000099365.11|STX1B	577	479	520	488	374	392
ENSG00000099377.14|HSD3B7	196.89	160.63	165.45	195.82	85.11	132.84
ENSG00000099381.18|SETD1A	1036	844	773	835	615	848
ENSG00000099385.11|BCL7C	514.53	464.9	399.87	488.68	382.94	467.91
ENSG00000099617.4|EFNA2	72	83	57	81	71	78
ENSG00000099622.14|CIRBP	12864	10033	9433	10386	7263	7741
ENSG00000099624.8|ATP5F1D	849	745	743	812	430	715
ENSG00000099625.13|CBARP	273.87	329.74	288.03	314.74	186.08	317.44
ENSG00000099725.14|PRKY	243.56	139.25	183.59	180.71	213.01	211.57
ENSG00000099783.12|HNRNPM	3908	3031	3271	3434	3453	3346.99
ENSG00000099785.10|MARCH2	670	547	492	493	404	466
ENSG00000099795.7|NDUFB7	1022	909	817	778	429	775
ENSG00000099797.15|TECR	3649.89	2870.52	3329.51	3581.82	2620.67	3116.44
ENSG00000099800.8|TIMM13	757	630.99	572.98	630	491	688
ENSG00000099804.9|CDC34	1257	955	894	986	1012	1263
ENSG00000099810.20|MTAP	730.27	542	542.55	654.44	963	911.54
ENSG00000099814.16|CEP170B	1208	1168	936	921	799	1227
ENSG00000099817.12|POLR2E	2385	1923	1832	2057	1478	1935
ENSG00000099821.14|POLRMT	827.6	735.72	695.72	739.76	537.74	767.47
ENSG00000099822.3|HCN2	1213.97	1216	1026.99	1136.99	958.99	1282
ENSG00000099840.13|IZUMO4	438	386	269	274	223	333
ENSG00000099849.15|RASSF7	141	137	121	138	91	144
ENSG00000099860.9|GADD45B	125	88	79	93	116	112
ENSG00000099864.18|PALM	906	833	775	803	548	762
ENSG00000099866.15|MADCAM1	12	14	15	12	4	8
ENSG00000099875.14|MKNK2	964	859	859	900	708	918
ENSG00000099889.14|ARVCF	295	242	208	247	184	261
ENSG00000099899.15|TRMT2A	827.52	687.39	695.4	714.56	599.95	732.47
ENSG00000099901.17|RANBP1	1642.48	1265.59	1267.6	1451.41	1408.94	1557.51
ENSG00000099904.15|ZDHHC8	699	641	584	630	412	734
ENSG00000099910.17|KLHL22	719	591	536	638	574	758
ENSG00000099917.17|MED15	1526	1273	1444	1411	1109	1452
ENSG00000099940.12|SNAP29	1349.54	976.16	983.04	1146.74	1154.34	1137.45
ENSG00000099942.13|CRKL	1906	1444	1650	1835	1880	1733
ENSG00000099949.20|LZTR1	996.23	790.81	813	882	744	868.34
ENSG00000099953.10|MMP11	32	38	55	62	36	53
ENSG00000099954.18|CECR2	349	253	323	293	218	248
ENSG00000099956.19|SMARCB1	2043	1701	1542	1736	1650	1815
ENSG00000099957.16|P2RX6	1178.65	881	893	922.55	589.55	706.6
ENSG00000099968.17|BCL2L13	1716	1326	1216	1414	1748	1579
ENSG00000099974.8|DDTL	65.03	69.65	59.3	76.02	103.73	98.78
ENSG00000099977.14|DDT	435.97	357.35	351.7	399.98	403.27	385.22
ENSG00000099991.18|CABIN1	1856	1763	2063	1940	1523	1821
ENSG00000099992.15|TBC1D10A	284.8	218.81	262.87	254.81	226.49	284
ENSG00000099995.19|SF3A1	4026.99	3113.23	3076	3256.42	3234	3306
ENSG00000099999.14|RNF215	436.29	357.84	307.93	335.67	265.08	286.03
ENSG00000100003.18|SEC14L2	956.53	664.69	873.72	847	703.94	620.84
ENSG00000100014.20|SPECC1L	2680.83	2156.67	2157.75	2325	2022	2015.93
ENSG00000100023.19|PPIL2	1868.89	1465.75	1542.49	1561.86	1367.04	1565.4
ENSG00000100027.15|YPEL1	140.26	104.56	107.05	120.78	76.94	59.39
ENSG00000100028.12|SNRPD3	2416.18	1816.12	1871.73	2045.82	1985.71	1940.68
ENSG00000100029.18|PES1	1041.59	850.47	930.19	883.34	839.09	1015.09
ENSG00000100030.14|MAPK1	4734	3642	3834	4233	4144	4031
ENSG00000100031.19|GGT1	37.1	20.86	56	18.82	11.31	8.36
ENSG00000100033.16|PRODH	44.21	46.2	39.1	49.29	26.98	45.47
ENSG00000100034.14|PPM1F	1889.87	1569.61	1749.45	1786.44	931.75	1276.62
ENSG00000100036.13|SLC35E4	301	195.26	236	259.12	221.04	360.11
ENSG00000100038.19|TOP3B	564.38	483.43	493.99	478.48	498.46	525
ENSG00000100056.12|ESS2	321	280	274	276	266	307
ENSG00000100058.12|CRYBB2P1	297.99	219.99	269	255	291	284
ENSG00000100065.15|CARD10	30	18	20	16	37	72
ENSG00000100068.12|LRP5L	177	162	143	156	109	160
ENSG00000100075.10|SLC25A1	933	740	722	740	982	1194
ENSG00000100077.15|GRK3	775	671	733	751	887	836
ENSG00000100083.19|GGA1	1766	1303	1235	1263	1069	1157
ENSG00000100084.14|HIRA	1315.64	971	1007	1109.16	1180	1348
ENSG00000100092.22|SH3BP1	538.56	448.74	324.9	446.46	335.01	311.69
ENSG00000100095.19|SEZ6L	10	10	19	19	2	3
ENSG00000100097.12|LGALS1	301	273	309	241	58	51
ENSG00000100099.20|HPS4	1515.06	1176.1	1271.12	1342.83	1373.15	1473.77
ENSG00000100100.12|PIK3IP1	543	427	549	612	351	326
ENSG00000100104.13|SRRD	329.93	217.57	237.51	293.69	284.93	263.18
ENSG00000100105.18|PATZ1	955	705	728	878	608	659
ENSG00000100106.21|TRIOBP	1683.75	1458	1478	1643	1248	1527.77
ENSG00000100109.17|TFIP11	840.07	704.43	745.49	836.31	828.07	835.82
ENSG00000100116.16|GCAT	488	399	326	386	274	341
ENSG00000100124.15|ANKRD54	767.14	605	597	629.79	597	646.14
ENSG00000100129.18|EIF3L	4469.9	3333.7	3042.01	3363.52	3868.44	3507.94
ENSG00000100138.15|SNU13	1685	1259	1247	1417	1240	1317
ENSG00000100139.13|MICALL1	523	450	446	463	567	698
ENSG00000100142.15|POLR2F	519	363	362	393	413	436
ENSG00000100147.13|CCDC134	129	99	134	115	124	149
ENSG00000100150.18|DEPDC5	379	329	325	359	391	357
ENSG00000100154.14|TTC28	3823.64	3067.66	3291.41	3265.65	2097.48	2233.61
ENSG00000100162.15|CENPM	320	238	270	303	253	353
ENSG00000100167.20|SEPT3	1713	1339	1570	1759	955	1072
ENSG00000100196.11|KDELR3	312	247	262	297	258	257
ENSG00000100197.22|CYP2D6	54.82	28.71	30.49	36.84	19.74	27.95
ENSG00000100201.21|DDX17	17785	13525	14572	15382	13763	12674
ENSG00000100207.18|TCF20	1476	1193	1152	1205	1223	1268
ENSG00000100209.10|HSCB	112.4	82.74	55.15	76.78	118.85	113.82
ENSG00000100211.10|CBY1	255.07	216.5	207.12	263.49	250.69	249.03
ENSG00000100216.6|TOMM22	1106	814	722	844	900	867
ENSG00000100219.16|XBP1	807	629	579	635	828	816
