"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"R-HSA-422475","R-HSA-422475","Axon guidance",474,-0.57114603042174,-1.93993820390148,5.70874008106411e-05,0.00179631776817399,0.00143933495944281,1531,"tags=24%, list=11%, signal=22%","RPS2/PIK3R1/CACNB2/CAP2/RPS16/RPS29/RPL13A/EFNB2/ROBO2/GRB10/RPS18/SPTBN1/RPL32/DOK6/RPL7/UBC/RPL30/UNC5B/MAPK1/PLXNA2/RPS28/RPS15/GAB2/ELOC/ARHGAP35/ACTB/PSEN1/PIP5K1C/RPLP2/RHOB/CLASP2/SPTBN5/ADAM10/NEO1/ARPC4/ANK2/ELOB/AP2B1/UNC5C/SEMA3A/RPL23A/RHOC/RPL26/PFN1/EFNA3/MYO9B/COL6A1/RPL36/PAK4/VAV3/IRS2/RPL27/RPS4X/FARP2/RPL17/MAPK8/NCAM1/SRGAP1/RPL37/ROCK2/RPL39/RPS10/RPS11/COL5A1/PLXNB1/TUBB2B/NRCAM/MAP2K1/GAP43/SCN1A/NCAN/DLG1/SHC3/KALRN/COL5A3/RPL18A/RPS27A/COL4A1/PTK2/RASA1/PLXNA1/AGRN/NCK2/SEMA6A/CLASP1/KCNQ3/SRGAP2/SH3KBP1/GSK3B/ANK3/EPHB1/PLXNB3/NTN4/COL9A1/EPHB3/COL4A2/DOCK1/EGFR/MMP2/FYN/TRIO/DCC/ALCAM/ROBO1/GPC1/PRKCA/PLXNA4/RPS6KA2/EPHA3/ARHGEF7/SLIT1/SEMA5A"
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases",368,-0.549711566805292,-1.82647118920475,5.80349370320933e-05,0.00179631776817399,0.00143933495944281,1430,"tags=19%, list=10%, signal=18%","POLR2I/ERBIN/DOCK7/POLR2J/GRB10/UBC/MAPK1/GAB2/ACTB/PSEN1/ITGA3/ITPR1/NRG1/ADAM10/AP2B1/LAMA5/PRKCE/THEM4/NRG2/EPS15/LAMA4/PDGFRB/NCOR1/COL6A1/ADAM17/VAV3/IRS2/AKT3/NTRK2/PIK3C3/ELMO1/ROCK2/COL5A1/SPRED1/PTPRO/GFAP/FN1/ABI1/DOCK3/SHC3/MAPKAP1/COL5A3/CTNNA1/RPS27A/FGF3/COL4A1/PTK2/RASA1/NCK2/SPRED2/SH3KBP1/S100B/FER/FGFBP3/COL9A1/COL4A2/WWOX/ITPR2/IGF1R/DOCK1/EGFR/LRIG1/FYN/ADAM12/PRKCA/PTPRK/RPS6KA2/NTRK3/ARHGEF7/PCSK6"
"R-HSA-112316","R-HSA-112316","Neuronal System",274,-0.533310406590843,-1.72098706437367,5.93084633177154e-05,0.00179631776817399,0.00143933495944281,1882,"tags=24%, list=13%, signal=22%","CACNA2D2/PTPRF/ADCY1/LRFN4/ABAT/HCN2/NPTN/CHRNA9/KCNA6/CACNG8/GNG11/PDLIM5/AP2A2/ADCY5/KCNJ10/KCNAB2/CHRNB2/CACNB2/SYT12/MYO6/MAPT/MAPK1/NRG1/ACTN2/AP2B1/GRIK4/PLCB1/ARHGEF9/SLITRK2/PPFIBP1/MAOA/KCNQ5/GNB1/PPFIBP2/SLITRK3/NLGN1/SIPA1L1/SYN3/BCHE/GABBR1/KCNQ1/LRRC4B/TUBB2B/KCNF1/DLGAP4/APBA2/DLG1/KCNQ3/KCNN2/CASK/CACNA2D1/GRIK3/GRIK1/CAMK2D/GAD1/GRIA2/ADCY2/KCND3/SLC1A3/HCN1/PRKCA/GABBR2/NLGN4X/RPS6KA2/NTRK3/PTPRD/ARHGEF7"
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization",202,-0.606827045104467,-1.89327880271451,5.98229241445322e-05,0.00179631776817399,0.00143933495944281,1113,"tags=25%, list=8%, signal=24%","ITGA3/ITGB5/HTRA1/ADAM10/CAPN2/LAMA5/TNN/COL18A1/JAM2/DDR2/LAMA4/COL6A1/ADAM17/EMILIN2/ITGB8/P4HA1/NCAM1/LOXL2/PPIB/LRP4/DMD/COL5A1/ADAMTS9/FN1/BMP7/PLEC/NCAN/CTSL/COL5A3/COL4A1/JAM3/AGRN/ITGA11/PXDN/COL26A1/ADAM9/CASK/NTN4/COL9A1/COL4A2/MMP2/TNR/MMP16/COL20A1/ADAM12/PRKCA/NID1/COLGALT2/APP/BCAN/TNC"
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation",103,-0.694316557949439,-1.99085418830704,6.19924369226954e-05,0.00179631776817399,0.00143933495944281,1087,"tags=20%, list=7%, signal=19%","ST3GAL3/CSPG5/NOTCH1/LARGE1/GLB1/ADAMTS6/EXT2/ADAMTS9/NOTCH3/NCAN/HEXA/NOTCH2/AGRN/MGAT2/ADAMTS7/THSD4/CSPG4/GPC6/GPC1/BCAN/SEMA5A"
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans",55,-0.805337260897176,-2.10283980929865,6.41807329439702e-05,0.00179631776817399,0.00143933495944281,1110,"tags=35%, list=8%, signal=32%","ITGB5/LAMA5/TNN/LAMA4/COL6A1/NCAM1/LRP4/COL5A1/FN1/NCAN/COL5A3/COL4A1/AGRN/COL9A1/COL4A2/TNR/APP/BCAN/TNC"
"R-HSA-6804116","R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",13,0.938301681988519,1.95995888728776,6.70915800067092e-05,0.00179631776817399,0.00143933495944281,221,"tags=54%, list=2%, signal=53%","E2F8/E2F7/CCNE2/CDKN1A/CDK2/E2F1/CCNA2"
"R-HSA-69186","R-HSA-69186","Lagging Strand Synthesis",20,0.909668598541864,2.06244985979262,6.71321160042965e-05,0.00179631776817399,0.00143933495944281,828,"tags=76%, list=6%, signal=72%","PCNA/RFC3/FEN1/LIG1/POLD3/POLA2/RFC5/RFC2/RFC4/PRIM1/DNA2/RPA1/RPA2/RPA3/POLD2/POLD1"
"R-HSA-5651801","R-HSA-5651801","PCNA-Dependent Long Patch Base Excision Repair",21,0.893716266149311,2.04320247043932,6.72947510094213e-05,0.00179631776817399,0.00143933495944281,828,"tags=67%, list=6%, signal=63%","PCNA/RFC3/FEN1/LIG1/POLD3/RFC5/POLE/RFC2/RFC4/RPA1/RPA2/RPA3/POLD2/POLD1"
"R-HSA-174417","R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis",24,0.899564348337278,2.10747633751646,6.75584380489123e-05,0.00179631776817399,0.00143933495944281,828,"tags=68%, list=6%, signal=64%","PCNA/RFC3/FEN1/LIG1/POLD3/POLA2/RFC5/POLE/RFC2/RFC4/PRIM1/DNA2/RPA1/RPA2/RPA3/POLD2/POLD1"
