"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition",489,0.364164976466338,1.52848032286439,5.67569101538112e-05,0.0113292264977658,0.0097244325511623,2280,"tags=24%, list=15%, signal=21%","CDKN1A/CDKN2B/CDCA5/DTL/E2F7/CDC45/CDT1/RFWD3/CDC6/ORC6/CCND1/BRCA1/FOXM1/MCM10/PIDD1/CKS1B/CEP57/CDK5RAP3/HAUS5/KANK2/BLM/CDKN1C/CDC25B/POLA2/TUBA4A/CCP110/RPA1/CIT/CDC25A/HAUS3/CEP72/E2F8/RRM2/CLSPN/TRIP13/TYMS/CAMK2A/CENPF/TICRR/POLE/CDK5RAP2/DHFR/ATAD5/MELK/MTBP/XRCC3/CEP152/HAUS8/CENPJ/GEN1/E2F1/PLK2/DDB1/ZNF830/MCM8/CYP1A1/ATM/RBL2/PML/CHEK2/LZTS1/CTC1/POLE3/MRNIP/TFDP2/ANLN/TERT/CDC25C/ORC1/ORC3/ODF2/CDK2/CLASP1/TACC3/MCM4/MASTL/NDE1/MCM7/MCM2/MDM2/ANAPC2/RCC1/MAX/DCTN1/FBXO5/PKMYT1/LSM11/DBF4B/PSMB5/TPX2/HAUS6/TGFB1/AKAP9/HINFP/HSPA2/KLF4/PSMF1/IQGAP3/RPA2/SIRT7/MAD2L1/CTDSPL/KNTC1/CDC23/RINT1/PIM2/RPA3/POLA1/CEP135/PLK3/RIPK1/ZNF385A/SFI1/ANAPC5/DCUN1D3"
"GO:0009607","GO:0009607","response to biotic stimulus",498,0.357415066246787,1.5020513950267,5.67955926620094e-05,0.0113292264977658,0.0097244325511623,2479,"tags=26%, list=16%, signal=22%","OAS3/SHC1/IFIT1/IFIT2/CNR1/APOBEC3B/EME1/STAT2/TNFRSF1B/SCARB1/OAS1/FAM111A/LY96/COTL1/BST2/PLAAT3/SPARC/MALT1/IRAK2/IL17RC/SEC14L1/CEBPB/ICAM1/CX3CL1/ADAMTS9/PTGES/GBP1/EPHA2/LGALS8/NFKB2/MR1/GRN/PTX3/NR1H3/TMEM173/SERPINE1/SMAD3/IFI6/CYP1A1/IRF1/APOBEC3F/MGST2/CD226/PML/CLU/MEF2C/EEF1G/MAP3K14/C5AR1/PDCD4/IFIT3/PPARGC1A/IFITM2/RNF5/VWCE/PARP9/LIAS/IFNAR2/GNRH1/FOXP1/ABCF3/HMGB1/ADARB1/NR1D1/CXCR4/ACP5/TIGAR/AKAP12/VIM/ADAM9/NOD1/ST13/LSM5/NOS2/HYAL3/APOBEC3G/DCN/GSDMD/CDK19/IL12A/SELENOK/ADAR/NOD2/IGFBPL1/MICA/TGFB1/CAV1/MAVS/IL27RA/PPM1B/HSF1/WIPI2/CCDC80/OTUD5/CD6/APOBEC3D/FLNA/CASP8/RRP1B/CCDC88B/SMC1A/IRF2/BCL2L11/TRIM38/LGALS9/IFNGR2/PIM2/SERINC3/DDX1/CFLAR/FKBP5/TLR3/NCK1/BAIAP2L1/IRF9/FOSL1/IKBKE/TRIM56/IFNAR1/TRAF3/TRIM11/OPTN/SHPK/STAR/TRIM25/NPC2/ZC3HAV1/HSPB1"
"GO:0043207","GO:0043207","response to external biotic stimulus",469,0.362175244896756,1.51489980640079,5.70060426405199e-05,0.0113292264977658,0.0097244325511623,2479,"tags=26%, list=16%, signal=23%","OAS3/SHC1/IFIT1/IFIT2/CNR1/APOBEC3B/STAT2/TNFRSF1B/SCARB1/OAS1/FAM111A/LY96/COTL1/BST2/PLAAT3/SPARC/MALT1/IRAK2/IL17RC/SEC14L1/CEBPB/ICAM1/CX3CL1/ADAMTS9/PTGES/GBP1/EPHA2/LGALS8/NFKB2/MR1/GRN/PTX3/NR1H3/TMEM173/SERPINE1/SMAD3/IFI6/CYP1A1/IRF1/APOBEC3F/MGST2/PML/CLU/MEF2C/EEF1G/MAP3K14/C5AR1/PDCD4/IFIT3/PPARGC1A/IFITM2/RNF5/VWCE/PARP9/LIAS/IFNAR2/GNRH1/FOXP1/ABCF3/HMGB1/ADARB1/NR1D1/CXCR4/ACP5/AKAP12/VIM/ADAM9/NOD1/ST13/LSM5/NOS2/HYAL3/APOBEC3G/DCN/GSDMD/CDK19/IL12A/SELENOK/ADAR/NOD2/MICA/TGFB1/CAV1/MAVS/IL27RA/PPM1B/HSF1/WIPI2/CCDC80/OTUD5/CD6/APOBEC3D/FLNA/CASP8/RRP1B/CCDC88B/IRF2/BCL2L11/TRIM38/LGALS9/IFNGR2/PIM2/SERINC3/DDX1/CFLAR/FKBP5/TLR3/NCK1/BAIAP2L1/IRF9/FOSL1/IKBKE/TRIM56/IFNAR1/TRAF3/TRIM11/OPTN/SHPK/STAR/TRIM25/NPC2/ZC3HAV1/HSPB1"
"GO:0051707","GO:0051707","response to other organism",469,0.362175244896756,1.51489980640079,5.70060426405199e-05,0.0113292264977658,0.0097244325511623,2479,"tags=26%, list=16%, signal=23%","OAS3/SHC1/IFIT1/IFIT2/CNR1/APOBEC3B/STAT2/TNFRSF1B/SCARB1/OAS1/FAM111A/LY96/COTL1/BST2/PLAAT3/SPARC/MALT1/IRAK2/IL17RC/SEC14L1/CEBPB/ICAM1/CX3CL1/ADAMTS9/PTGES/GBP1/EPHA2/LGALS8/NFKB2/MR1/GRN/PTX3/NR1H3/TMEM173/SERPINE1/SMAD3/IFI6/CYP1A1/IRF1/APOBEC3F/MGST2/PML/CLU/MEF2C/EEF1G/MAP3K14/C5AR1/PDCD4/IFIT3/PPARGC1A/IFITM2/RNF5/VWCE/PARP9/LIAS/IFNAR2/GNRH1/FOXP1/ABCF3/HMGB1/ADARB1/NR1D1/CXCR4/ACP5/AKAP12/VIM/ADAM9/NOD1/ST13/LSM5/NOS2/HYAL3/APOBEC3G/DCN/GSDMD/CDK19/IL12A/SELENOK/ADAR/NOD2/MICA/TGFB1/CAV1/MAVS/IL27RA/PPM1B/HSF1/WIPI2/CCDC80/OTUD5/CD6/APOBEC3D/FLNA/CASP8/RRP1B/CCDC88B/IRF2/BCL2L11/TRIM38/LGALS9/IFNGR2/PIM2/SERINC3/DDX1/CFLAR/FKBP5/TLR3/NCK1/BAIAP2L1/IRF9/FOSL1/IKBKE/TRIM56/IFNAR1/TRAF3/TRIM11/OPTN/SHPK/STAR/TRIM25/NPC2/ZC3HAV1/HSPB1"
"GO:0006281","GO:0006281","DNA repair",467,0.405019004719959,1.69334253163586,5.70515746234596e-05,0.0113292264977658,0.0097244325511623,1509,"tags=18%, list=10%, signal=17%","FANCD2/CDCA5/DTL/EME1/TIMELESS/XRCC2/POLQ/RAD18/MGME1/RFC3/ESCO2/RFWD3/PCLAF/BRCA1/LIG1/FOXM1/FANCI/TP73/RAD54B/RAD51AP1/NUDT1/DDX11/NPAS2/CHAF1A/POLR2A/BLM/BRCA2/FANCG/RAD54L/EXO1/DDB2/TONSL/BRIP1/RPA1/CLSPN/KIF22/TRIP13/XRCC1/BABAM1/FANCA/TICRR/POLE/EYA4/FEN1/XRCC3/RADX/PARP10/GEN1/REC8/DDB1/POLD1/AUNIP/SLF2/ZNF830/WAS/RNASEH2A/PARP3/MCM8/ATM/FANCB/RAD9A/PML/PARP4/CHEK2/TP53BP1/MRNIP/BARD1/RFC5/PARPBP/FAAP24/TOPBP1/CDK2/FIGNL1/PARP9/RFC2/HMGB1/KDM4D/TIGAR/RAD1/INTS3/KLHL15/COPS8/MRE11/RECQL5/ATRIP/HDAC10"
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway",450,0.363222844940007,1.5143044033174,5.72573718866304e-05,0.0113292264977658,0.0097244325511623,2443,"tags=24%, list=16%, signal=21%","OAS3/SHC1/CDKN1A/IFIT1/IFIT2/STAT2/TNFRSF1B/PTK2B/IFI30/TRAIP/CCND1/CD44/OAS1/SH2B3/PELI2/BST2/PDGFB/KRT18/TNFRSF25/LIF/IRAK2/IL17RC/ICAM1/ITGAX/CX3CL1/CNN2/IFI35/GBP1/CAMK2A/TAX1BP1/IP6K2/NR1H3/CAMK2B/TNFSF13/IFI6/IRF1/PML/PARP14/MAP3K14/TXLNA/MID1/PDCD4/IFIT3/TNFRSF13C/IFITM2/TYK2/TMSB4X/PARP9/SQSTM1/IFNAR2/OPRD1/USP18/PIK3CA/TNFSF12/CXCR4/HMOX1/VIM/NOD1/RFFL/CDC37/PTPN11/NOS2/HIF1A/IL1R1/TNFRSF14/INPP5D/GAS6/IL12A/IRS1/MAP3K8/PSMB5/RPS6KA5/ADAR/NOD2/FZD4/TGFB1/CAV1/SDC1/APPL1/MAVS/IL27RA/IRF6/TRIM62/LAMA5/PSMF1/JAK1/HLA-F/PTPN1/STX3/CASP8/IRF2/TRIM38/IFNGR2/EPOR/SOD1/MED1/RPLP0/P4HB/RIPK1/XAF1/IRF9/CYLD/IKBKE/EDARADD/PSMD5/IFNAR1/TRAF3/RBCK1/CARD14/TRIM25"
"GO:0001817","GO:0001817","regulation of cytokine production",395,0.378961164661742,1.56371533458497,5.79474995653938e-05,0.0113292264977658,0.0097244325511623,3147,"tags=32%, list=21%, signal=26%","TNFRSF1B/TRAIP/BRCA1/THBS1/F11R/LY96/BST2/DRD2/HEG1/PRNP/UBA7/MALT1/FGFR1/CADM1/IL17RC/SEC14L1/CEBPB/CX3CL1/CHRNA7/ATP2B1/HOMER2/GBP1/S1PR3/EPHA2/NFKB2/TAX1BP1/CCN4/TMEM173/SERPINE1/SMAD3/LGR4/IQGAP1/IRF1/ERRFI1/PML/CLU/POLR3GL/C5AR1/PDCD4/NR4A3/TNFRSF13C/LUM/TGFB3/NFATC4/TMSB4X/MERTK/RAB7B/FOXP1/PTPRS/HMGB1/HMOX1/ACP5/AKAP12/NOD1/PTPN11/NOS2/MRE11/GSDMD/SNAI2/HIF1A/IL1R1/INPP5D/GAS6/IL12A/ABCD2/SELENOK/RPS6KA5/NOD2/TGFB1/DHX33/APPL1/MAVS/IL27RA/FOXJ1/PPM1B/KLF4/HSF1/OTUD5/REL/CD6/CD46/HLA-F/CCDC88B/TRIM38/LGALS9/HK1/DDX1/SOD1/TLR3/RIPK1/CD58/ARHGEF2/DDT/PRKD2/CYLD/ADORA2B/IKBKE/TRIM56/TRAF3/ATP6AP2/TRIM25/HSPB1/TBK1/PRKCQ/NLRC5/HDAC7/CD34/SARS/TIRAP/LURAP1/TRIM32/TRPV4/SPHK1/GPSM3/C5/RIOK3/DDX41/IRF3/UFD1/UBE2L6/MDK/TICAM1/HOMER3/NPLOC4/POLR3A/GBA/HDAC9/TREX1"
"GO:0030855","GO:0030855","epithelial cell differentiation",349,0.381424489284016,1.55757819317257,5.80012760280726e-05,0.0113292264977658,0.0097244325511623,1905,"tags=26%, list=13%, signal=23%","CTSV/CDKN1A/PODXL/E2F7/CCND1/ACADVL/RIPOR2/F11R/NRP1/PDGFB/LBH/HEG1/KRT18/GSTK1/FGFR1/ITGA2/LIF/LAMB2/HDAC1/CDKN1C/CEBPB/ICAM1/HRH2/ARID4A/E2F8/JAG1/PPL/S1PR3/TYMS/CDH5/EPHA2/FRZB/ADAMTSL4/DLG5/NUMA1/CEP152/SLC9A3R1/SERPINE1/TMOD1/SMAD3/LGALS3/IQGAP1/CYP1A1/ERRFI1/SHROOM3/PROX1/FZD7/MEF2C/SIPA1L3/SIX1/RARG/ENG/DMRT1/RAB13/PTPRS/COL4A1/SH3BP1/CXCR4/BTG1/TIGAR/VIM/ADAM9/RILPL2/HIF1A/KRT80/SIDT2/CD109/PSAP/MYO1E/RAPGEF3/FN3K/TGFB1/B4GALT1/CAV1/JUP/SDC1/FOXJ1/SIX2/ELF3/AKT2/KLF4/SAV1/IRF6/LAMA5/PTK7/PERP/TRIOBP/CCM2/JAG2/FLNA"
"GO:0051052","GO:0051052","regulation of DNA metabolic process",339,0.393253017337172,1.60175493827598,5.82784544553878e-05,0.0113292264977658,0.0097244325511623,1644,"tags=20%, list=11%, signal=18%","CDKN1A/TIMELESS/E2F7/POLQ/PTK2B/RFC3/ZNF93/CDT1/TSPYL2/ESCO2/CDC6/CHTF18/BRCA1/FOXM1/RAD51AP1/PDGFB/DDX11/NPAS2/FGFR1/BLM/BRCA2/E2F8/DFFA/XRCC1/BABAM1/TICRR/ATAD5/RADX/KCTD13/AUNIP/SLF2/ZNF830/WAS/TNFSF13/PARP3/ATM/SUPT6H/PML/PARP4/CHEK2/TP53BP1/NMNAT1/CTC1/MRNIP/RFC5/PARPBP/FBXW7/PPARGC1A/CDK2/FIGNL1/PARP9/GPER1/RFC2/HMGB1/PIK3CA/KDM4D/TIGAR/DNMT1/KLHL15/MRE11/RECQL5/HDAC10/FBXO5/EXOSC10/DBF4B/MIS18A/TGFB1"
"GO:0045787","GO:0045787","positive regulation of cell cycle",294,0.404409305010991,1.62419198260177,5.90667454223272e-05,0.0113292264977658,0.0097244325511623,1754,"tags=21%, list=12%, signal=19%","CDKN1A/CDCA5/DTL/SVIL/E2F7/CDT1/CDC6/CCND1/BRCA1/RNF112/TP73/PDGFB/DRD2/PIDD1/DDX11/CKS1B/FGFR1/BRCA2/CDC25B/USP2/CIT/SPAG5/E2F8/POC1A/ATAD5/FEN1/MTBP/NUMA1/XRCC3/CENPJ/GEN1/E2F1/PLK2/SLF2/CYP1A1/ATM/RBL2/PML/PROX1/CHEK2/LFNG/TFDP2/TERT/CDC25C/NR4A3/CEP120/CDK2/DMRT1/GPER1/CCPG1/KIF20B/CEP295/PTPN11/MDM2/CITED2/DYRK3/FBXO5/LSM11/DBF4B/TGFB1/HSPA2/EGF"
