Ctrl_417_R1B1	LMP_417_R1B1	Ola_417_R1B1	LMP.Olap_417_R1B1	Ctrl_417_R2B2	LMP_417_R2B2	Ola_417_R2B2	LMP.Olap_417_R2B2	Ctrl_417_R3B2	LMP_417_R3B2	Ola_417_R3B2	LMP.Olap_417_R3B2
ENSG00000100889.11|PCK2	604	583	482	847	530	440	471	519	609	627	687	688
ENSG00000100890.15|KIAA0391	811.66	632.76	582.6	615.99	640.47	559.11	600.05	523.17	794.47	676.42	788.98	605.54
ENSG00000100897.17|DCAF11	4225.89	3868.7	3438.94	4315.97	3571.55	3297.67	3749.37	3046.35	2934.86	2427.78	2842.67	2365.83
ENSG00000100902.10|PSMA6	2254.7	1704.8	1582.72	2012.13	1709.43	1663.34	1895.23	1591.04	2105.54	1853.02	1829.44	1622.06
ENSG00000100906.10|NFKBIA	602	615	495	755	566	550	570	549	754	695	769	671
ENSG00000100908.14|EMC9	352.5	259.66	248.19	330.53	292.16	283.46	317.61	292.96	279.63	273.53	297.96	338
ENSG00000100911.16|PSME2	3261.97	2752.86	2519	3225.97	2917.93	2848	3111	2465.91	2840	2587.95	2692.99	2383.94
ENSG00000100916.14|BRMS1L	595.08	493.54	445.58	569.22	476.38	498.67	507	394.41	512.73	383.58	375.66	358.71
ENSG00000100918.13|REC8	186	142	131	150	193	143	152	185	145	121	137	78
ENSG00000100926.15|TM9SF1	2511.96	2430.86	2205.52	2693.43	2111.14	2051.15	1899.65	1984.39	2224.95	2055.96	2193.45	1874.56
ENSG00000100934.15|SEC23A	2073	1764	1803	2060	1629	1550	1815	1260	2432	2110	2303	1861
ENSG00000100938.17|GMPR2	1680	1399	1253	1537	1124	1202	1245	955	1454	1235	1350	1080
ENSG00000100941.9|PNN	6113	5162	4382	5384	5113.99	4629	5339	4204	5412	4433	4778	3838
ENSG00000100949.14|RABGGTA	656	750	518	734	521	527	573	484	450	508	595	480
ENSG00000100968.14|NFATC4	325	369	293	355	304	324	309	321	236	238	269	213
ENSG00000100979.15|PLTP	318.05	227.73	256.11	352.49	182.83	175.22	227.58	172.88	229.37	270.88	304.93	288.13
ENSG00000100982.12|PCIF1	1273.93	1251	1049.92	1305.83	992	954	1068	860.88	642.94	588	762	499
ENSG00000100983.11|GSS	2662	2285	1970	2445	1903	1698	2132	1626	1991	1691	1909	1780
ENSG00000100991.12|TRPC4AP	2155	1952	1599	1906	1608	1559	1765	1282	1712	1545	1685	1422
ENSG00000100994.12|PYGB	4985	4901	4154	5190	4081	3480	4371	3438	3965	3843	4471	3848
ENSG00000100997.19|ABHD12	1707	1432	1287	1572	1280	1260	1532	1364	1392	1341	1552	1471
ENSG00000101000.6|PROCR	386	292	281	369.77	272	266.85	346	240	454.9	466.84	464.71	470.74
ENSG00000101003.10|GINS1	863	742	613	924	797	764	795	805	984	936	919	984
ENSG00000101004.15|NINL	98	115	83	97	87	78	98	70	44	44	53	34
ENSG00000101019.22|UQCC1	1251	1143	1022	1231	1076	953	1155	920	1204	983	1081	923
ENSG00000101040.19|ZMYND8	1272	1141	966	1284	1171	1032	1199	986	1073	1041	956	949
ENSG00000101049.15|SGK2	15	16	9	18	14	9.77	12	10	11	3	13	2
ENSG00000101052.12|IFT52	400	359	285	341	335	301	386	268	371	274	324	257
ENSG00000101057.16|MYBL2	1212	1103	969	1391	1172	1146	1237	1064	995	1204	1373	1406
ENSG00000101079.21|NDRG3	2813	2463	2286	2622	1938	1685.6	2087	1565	2487	2099	2451	1952
ENSG00000101084.18|RAB5IF	1164.49	867.8	813.67	1072.99	755	765.92	846.99	720	1134	1055.32	1043.69	1001
ENSG00000101098.12|RIMS4	36.25	20.32	16.33	26	16	17.39	23.43	24	27.26	19	21	19
ENSG00000101104.12|PABPC1L	1591	1549	1172	1664	1209	1093	1178	1007	1289	1096	1416	1216
ENSG00000101109.12|STK4	2054	1615	1470	1735	1698	1702	1852	1436	2367	2110	2137	1884
ENSG00000101126.17|ADNP	3035	2629	2359	2966	2518	2441	2720	2085	2725	2452	2670	2243
ENSG00000101132.10|PFDN4	462	360	318	371	342	286	352	226	408	319	347	331
ENSG00000101134.11|DOK5	263	273	269	289	301	222	278	282	476	242	420	236
ENSG00000101138.11|CSTF1	718	684	587	794	735	647	656	595	859	831	750	697
ENSG00000101144.13|BMP7	2269	1873	1858	1935	1735	1353	1848	1230	877	867	1035	730
ENSG00000101146.13|RAE1	1095	923	772	999	807	822	950	724	1142	1072	1084	959
ENSG00000101150.17|TPD52L2	2115	2023	1773	2282	1779	1637	2033	1621	2250	2393	2432	2350
ENSG00000101152.11|DNAJC5	1843	1693	1494	2009	1707	1543	1777	1534	1794	2049	2202	2156
ENSG00000101158.14|NELFCD	3439	2914	2632	3137	2522	2300	2620	2089	2474	2263	2493	2140
ENSG00000101161.8|PRPF6	2974	2815	2485	3228	2496	2157	2578	1980	2392	2511	2704	2325
ENSG00000101162.3|TUBB1	12.12	1.01	6.06	4.04	7.14	7.08	3.07	5.06	10.06	8.11	5.04	9.08
ENSG00000101166.16|PRELID3B	2076	1742	1555	1919	1687	1676	1919	1420	1970	1717	1768	1587
ENSG00000101181.17|MTG2	662	686	559	803	583	516	638	477	534	661	597	661
ENSG00000101182.15|PSMA7	3353	3074	2690	3370	2515	2376	2827	2164	3607	3378	3431	3261
ENSG00000101187.16|SLCO4A1	238.88	201.9	195	265.78	219.92	187	168.89	152.55	78	85	77	111.91
ENSG00000101189.7|MRGBP	851.97	791.93	718	850	614.96	646.94	733.95	603.98	714	722.99	650	733.9
ENSG00000101191.16|DIDO1	2226	2155	1852	2294	2113	1736	2199	1792	1821	1668	1834	1653
ENSG00000101193.8|GID8	1596	1436	1274	1638	1368	1231	1443	1135	1283	1215	1396	1163
ENSG00000101199.13|ARFGAP1	1804	1803	1568	1984	1312	1315	1503	1215	1068	1381	1512	1432
ENSG00000101210.12|EEF1A2	985	1098	875	1258	793	793	817	745	593	848	899	970
ENSG00000101213.7|PTK6	39	55	42	51	35	24	39	31	13	10	15	18
ENSG00000101216.11|GMEB2	623	597	532	642	520	479	581	447	398	406	542	418
ENSG00000101220.17|C20orf27	516	490	409	544	355	371	390	354	454	615	610	622
ENSG00000101224.17|CDC25B	6380	6159	5304	7566	5767	6131	6629	6181	5354	6359	6063	6739
ENSG00000101236.17|RNF24	1060.36	991.2	853.53	995.66	1024.74	892.75	986.43	985.5	942.67	868.69	797.09	811.08
ENSG00000101246.20|ARFRP1	563	547	473	590	450	472	544	449	444	501	540	495
ENSG00000101247.18|NDUFAF5	350	330	226	312	283	309	357	280	301	248	256	261
ENSG00000101255.11|TRIB3	262	221	213	251	170	142	191	164	237	261	271	294
ENSG00000101265.16|RASSF2	3446	3379	2674	3474	3091	3069	3101	2950	2834	2399	2700	2287
ENSG00000101266.19|CSNK2A1	4133.54	3451.7	2973.98	3686.52	3239.8	2799.99	3311.97	2565.36	3807.86	3488.82	3669.41	3003.79
ENSG00000101290.14|CDS2	2741	2372	2192	2754	2312	2176	2542	2007	3185	2805	3334	2636
ENSG00000101294.17|HM13	2084.12	1739.23	1646.9	1997.78	1611.8	1531.54	1694	1393.59	1575.15	1582.05	1696.99	1631.41
ENSG00000101298.15|SNPH	414	406	305	399	282	302	372	277	313	289	400	357
ENSG00000101306.10|MYLK2	13	8	6	17	5	16	12	12	4	10	12	12
ENSG00000101307.15|SIRPB1	29.7	18.58	19.02	15.58	19.81	15.6	29.31	14.05	52.42	46.01	28.59	41.32
ENSG00000101310.16|SEC23B	2229	1914	1733	1956	1667	1615	1887	1394	1588	1483	1631	1385
ENSG00000101311.15|FERMT1	267	198	219	260	185	164	182	126	489	394	512	346
ENSG00000101333.16|PLCB4	10	14	10	18	14	10	11	10	27	22	34	22
ENSG00000101337.15|TM9SF4	3346	2911	2563	2945	2606	2274	2705	2183	2800	2386	2835	2209
ENSG00000101342.10|TLDC2	14.59	0	18.54	13.47	16.69	10.38	9.86	12.59	17.76	24.02	21.74	9.47
ENSG00000101343.14|CRNKL1	829	720	633	808	693	648	741	590	939	787	889	758
ENSG00000101346.14|POFUT1	2310	1853	1798	2045	1768	1706	1933	1490	1836	1574	1780	1528
ENSG00000101347.9|SAMHD1	1591.41	1056	1155.46	1572.53	1473.31	1295.62	1482.14	1251.41	2253.24	2095.98	2064.26	1984.53
ENSG00000101350.8|KIF3B	2641	2179	1985	2466	2024	1811	2107	1712	2221	2037	2386	1900
ENSG00000101353.14|MROH8	115.47	98.1	88.29	85.07	92.08	76	104	79.11	90.23	42.16	53.12	43.04
ENSG00000101361.17|NOP56	4656	4045	3341	4531	3464	3453	3712	3035	3936	3834.99	3904.23	3756
ENSG00000101363.12|MANBAL	1016	787	662	875	712	642	739	607	891	704	812	750
ENSG00000101365.21|IDH3B	2214	1958	1684	2012	1587	1398	1676	1291	1822	1678	1730	1614
ENSG00000101367.9|MAPRE1	4647	3909	3555	4480	3440	3651	3996	3098	4425	3979	4058	3819
ENSG00000101384.12|JAG1	4058	3193	3088	3746	3689	3049	3813	3177	2288	1818	2234	1718
ENSG00000101391.21|CDK5RAP1	566	471	419	559	437	399	465	385	590	528	559	516
ENSG00000101400.5|SNTA1	508	537	476	586	467	433	493	446	330	420	437	390
ENSG00000101407.13|TTI1	909	804	669	843	701	709	743	600	949	873	856	856
ENSG00000101412.13|E2F1	2256	1791	1609	2017	1890	1822	2203	1646	1689	1588	2012	1594
ENSG00000101413.11|RPRD1B	972.17	796	683	910	803	820	912	815	1052	813	900	807
ENSG00000101417.12|PXMP4	646	583	508	729	591	616	640	584	491	475	513	438
ENSG00000101421.4|CHMP4B	1718	1525	1352	1709	1402	1257	1430	1239	1719	1737	1793	1634
ENSG00000101439.9|CST3	2152	1916	1640	1910	1579	1376	1780	1435	1493	1524	1599	1447
ENSG00000101442.10|ACTR5	239	172	142	219	136	138	222	122	196	156	178	145
ENSG00000101444.13|AHCY	1960	1687	1584	1877	1582.99	1467	1760.99	1194	1876	2089	2173	2075
ENSG00000101445.10|PPP1R16B	254	274	254	283	288	245	324	234	266	200	297	230
ENSG00000101447.15|FAM83D	836	717	737	1004	841	953	901	918	1255	1267	1198	1303
ENSG00000101452.15|DHX35	544	489	388	529	428	392	449	336	466	390	468	353
ENSG00000101457.13|DNTTIP1	737	656	575	680	566	536	567	471	683	599	607	594
ENSG00000101460.13|MAP1LC3A	16	19	7	23	7	14	19	11	14	19	26	26
ENSG00000101464.10|PIGU	688	597	547	662	512	440	555	441	535	489	533	450
ENSG00000101470.10|TNNC2	10	8	14	11	11	15	13	7	11	4	9	7
ENSG00000101473.17|ACOT8	569.25	511.22	438.57	440.55	430.61	386.69	495.21	394.88	425.78	400.96	461.48	365.66
ENSG00000101474.12|APMAP	3388	2929	2599	3131	2854	2579	3139	2303	3077	2859	2980	2751
ENSG00000101493.11|ZNF516	739	647	628	747	753	649	740	606	767	748	905	765
ENSG00000101544.9|ADNP2	1221	1045	976	1253	1124	1051	1197	931	1273	1208	1347	1184
ENSG00000101546.13|RBFA	427.87	454.98	323.68	422.91	380.85	300.97	408.42	275.47	460.6	417.33	506.23	412.23
ENSG00000101557.15|USP14	1653	1340	1151	1521	1322	1307	1488	1169	2559	2324	2302	2085
ENSG00000101558.13|VAPA	2530.28	1931.31	1883.31	2182.92	1895.63	1832.51	2163.13	1682.77	2643.99	2266.69	2345.32	2070.77
ENSG00000101574.15|METTL4	651	487	438	624	596	605	561	526	636	581	507	442
ENSG00000101577.9|LPIN2	2167.98	2059.99	1751	2480	2043	1875	2146	1956	1873	1712	1932.98	1775
ENSG00000101596.15|SMCHD1	2731	2145	2075	2277	2555	2248	2482	2027	2760	2156	2414	2047
ENSG00000101624.10|CEP76	202	187	154	230	199	217	241	187	249	238	229	232
ENSG00000101638.13|ST8SIA5	2312	1780	1690	1885	2205.89	1750	2160	1477	2045	1756	2130	1514
ENSG00000101639.18|CEP192	1330	1220	1029	1354	1323	1351	1276	1219	1425	1323	1322	1241
ENSG00000101654.17|RNMT	1243	1048	886	1093	1145	1076	1202	998	1384	1191	1324	1077
ENSG00000101665.9|SMAD7	74	58	61	70	57	56	67	63	90	92	136	95
ENSG00000101670.12|LIPG	513	460	458	546	480	445	482	411	1662	1454	1607	1310
ENSG00000101695.9|RNF125	120	127	70	153.25	122	93.87	107	106.58	102	84	90	99.9
ENSG00000101745.17|ANKRD12	1910	1551	1429	1753	1927	1728	1886	1647	1876	1565	1757	1429
ENSG00000101751.10|POLI	758.9	595.9	548	655.6	690.7	571	665	524.88	696.81	522.63	544.69	415.6
ENSG00000101752.11|MIB1	2424	1908	1846	2234	1990	1814	2129	1774	2636	2141	2416	1976
ENSG00000101773.19|RBBP8	622	539	535	657	517	563	569	527	791	721	773	658
ENSG00000101782.15|RIOK3	1200	1034	924	1128	974	1006	1054	931	1795	1333	1529	1283
ENSG00000101811.13|CSTF2	717	637	551	719	623	604	629	580	619	626	616	608
ENSG00000101843.19|PSMD10	950	742	723	847	704	730	861	710	1058	921	927	831
ENSG00000101844.18|ATG4A	366	296	233	356	273	280	305	271	533	395	442	453
ENSG00000101846.6|STS	140	86	134	123	161	134	187	134	260	173	234	159
ENSG00000101849.16|TBL1X	947	912	819	901	767	711	834	729	1189	965	1196	955
ENSG00000101856.10|PGRMC1	1869	1444	1385	1804	1294	1273	1499	1223	2015	1757	1955	1729
ENSG00000101868.10|POLA1	1245	902	953	1130	1148	999	1248	893	1094	727	999	693
ENSG00000101871.14|MID1	943	784	678	926	856	860	884	667	1102	1030	1062	951
ENSG00000101882.10|NKAP	381.48	346	279.86	333.88	304.93	282.62	289.87	248.51	326.86	265.73	286	285.83
ENSG00000101888.11|NXT2	350	301	290	317	245	235	276	193	346	280	310	254
ENSG00000101898.6|MCTS2P	15.88	7.77	12.1	14.8	18.35	15.14	0	15.41	10.4	15.07	35.67	26.12
ENSG00000101901.11|ALG13	725	600	428	605	549	500	608	466	562	497	582	456
ENSG00000101928.13|MOSPD1	255	253	228	266	230	209	292	219	360	322	326	311
ENSG00000101935.10|AMMECR1	459	331	338	436	359	350	384	287	542	384	517	423
ENSG00000101938.14|CHRDL1	9	7	8	8	18	8	27	14	6	6	2	9
ENSG00000101940.18|WDR13	1401	1380	1238	1476	1025	939	1136	886	815	963	1054	981
ENSG00000101945.16|SUV39H1	600	615	431.55	648.54	542.53	523.18	550	582	586.24	735.58	665	717.42
ENSG00000101955.15|SRPX	3798	2614	2825	3336	3173	2747	3376	2780	3108	2461	2889	2358
ENSG00000101966.12|XIAP	1737	1408	1299	1588	1506	1451	1691	1325	1488	1224	1356	1191
ENSG00000101972.18|STAG2	3619	2972	2804	3515	3108	3082	3202	2662	3549	3005	3262	2756
ENSG00000101974.14|ATP11C	5897	5107	4901	5519	5294	4798	5907	4446	7141	4797	6669	4065
ENSG00000101977.21|MCF2	226	202	179	181	168	175	181	148	150	140	162	146
ENSG00000101986.12|ABCD1	469	433	387	517	462	358	424	350	405	566	520	578
ENSG00000101997.13|CCDC22	466	457	439	486	402	340	400	316	295	314	437	389
ENSG00000102003.10|SYP	2033	1639	1479	1800	1704	1348	1772	1344	1372	1194	1457	1173
ENSG00000102007.11|PLP2	1853	1582	1371	1864	1577.98	1640	1623	1595	2354	2379	2287	2262
ENSG00000102010.15|BMX	16	9	17	12	7	6	7	2	4	1	0	1
ENSG00000102024.18|PLS3	4520	3878	3542	4157	3667	3365	3818	2890	6437	5305	5758	4717
ENSG00000102030.16|NAA10	1258.41	1028	860	1223	935.3	836	997	681.25	956	958	987	895.14
ENSG00000102038.15|SMARCA1	1708	1463	1300	1509	1512	1544	1619	1193	1621	1534	1489	1239
ENSG00000102043.16|MTMR8	29	15	19	29	23	20	30	21	21	19	21	15
ENSG00000102053.12|ZC3H12B	35	19	31	22	23	20	26	28	31	7	13	12
ENSG00000102054.17|RBBP7	7053	5839.97	5230.86	6280.95	5343	5365.98	5953.98	4703.96	6040	5584.98	5709.97	5143
ENSG00000102057.10|KCND1	146	172	118	193	140	147	149	140	291	256	310	262
ENSG00000102078.16|SLC25A14	169	178	134	149	104	129	145	99	157	125	149	140
ENSG00000102081.14|FMR1	2303	1875	1698	2015	1835	1747	2023	1639	1899	1481	1636	1382
ENSG00000102096.9|PIM2	228	180	182	235	221	237	234	205	224	243	216	232
ENSG00000102098.18|SCML2	390	278	260	341	315	308	349	302	366	283	323	300
ENSG00000102100.16|SLC35A2	591	481	465	561	412	419	447	372	510	480	490	498
ENSG00000102103.16|PQBP1	1656	1600	1216	1651.93	1242.64	1138	1319.2	1033	1204.6	1078	1213	1145.1
ENSG00000102109.9|PCSK1N	82	86	81	89	74	59	85	88	49	87	71	78
ENSG00000102119.10|EMD	1728	1501	1329	1596	1296	1325	1387	1332	1671	1588	1629	1596
ENSG00000102125.16|TAZ	1043.26	1061.41	819	1154.77	840	832	1038	806.09	866.16	841.87	984.24	845.49
ENSG00000102144.15|PGK1	6870	5383	5113	6156	12536	10822	7860	11975	6720	6076	6318	5472
ENSG00000102158.19|MAGT1	2121	1779	1640	2033	1668	1661	1899	1541	2127	1804	1969	1593
ENSG00000102172.16|SMS	1200.99	921.99	814.97	1089.97	847	929	926	866	1733.99	1743.96	1619.97	1690.97
ENSG00000102174.9|PHEX	29	30	21	36	23	25	25	37	102	73	68	95
ENSG00000102178.13|UBL4A	1361	1198	1171	1471	1072	1224	1256	959	1172	1264	1325	1290
ENSG00000102181.21|CD99L2	2523	2210	2101	2442	2183	1938	2377	1678	1707	1388	1790	1450
ENSG00000102189.16|EEA1	1163	958	922	1185	1010	954	1145	892	1382	1069	1245	1118
ENSG00000102195.9|GPR50	12	0	2	9	4	8	4	6	1	1	1	3
ENSG00000102218.6|RP2	585	457	458	527	475	546	588	475	781	626	648	649
ENSG00000102221.14|JADE3	414	331	338	391	325	311	381	323	534	481	494	487
ENSG00000102225.16|CDK16	4323	4520	3885	4941	4258	4044	4363	3886	3809	4084	4495	4084
ENSG00000102226.9|USP11	5695	5748	4706	6263	4671	4419	4987	4169	3624	3498	3882	3597
ENSG00000102230.13|PCYT1B	1351	1257	1154	1425	1435	1357	1585	1355	960	795	988	727
ENSG00000102241.12|HTATSF1	3417	3090	2755	3397	2802	2739	3009	2205	2769	2419	2521	2176
ENSG00000102265.12|TIMP1	6473	5313	4754	5874	6670	5606	6506	5307	2482	2513	2882	2525
ENSG00000102271.14|KLHL4	0	0	1	0	0	0	0	1	22	10	13	6
ENSG00000102302.8|FGD1	614.14	581.75	498.75	670.84	542.93	499.02	522.89	472.3	531.05	614.49	572.14	647.14
ENSG00000102309.13|PIN4	1020	867	727.33	777	784	690.25	770	623	588	472	522	433.2
ENSG00000102312.21|PORCN	310	301	290	298	192	190	225	160	302	302	309	290
ENSG00000102316.17|MAGED2	4914	4550	3827	4923	3755	3583	4045	3049	4320	3516	4180	3285
ENSG00000102317.18|RBM3	2371.17	1788.3	1758.23	1965.21	2017.41	1710.17	2288.24	1486.46	1931.06	1728.91	1943.53	1402.13
ENSG00000102349.18|KLF8	39	39	24	27	41	29	44	30	18	12	29	7
ENSG00000102359.7|SRPX2	349.29	248.44	263.67	403.3	346.59	326.25	318.17	298.73	594.77	524.77	536.99	441.02
ENSG00000102362.15|SYTL4	400.71	341.56	307.33	347.7	358.41	317.75	381.83	303.27	397.23	419.23	442.01	390.98
ENSG00000102383.14|ZDHHC15	302	221	232	256	248	248	324	239	195	182	181	155
ENSG00000102384.13|CENPI	471	383	299	489	390	463	415	506	654	676	580	692
ENSG00000102385.12|DRP2	157	170	90	171	166	180	164	163	381	407	425	339
ENSG00000102390.10|PBDC1	589	488	463	559	395	397	463	376	487	511	502	412
ENSG00000102393.10|GLA	636	537	436	596	473	579	529	500	932	869	864	931
ENSG00000102401.20|ARMCX3	1617	1470	1157	1550	1344	1364	1535	1158	1956	1638	1846	1605
ENSG00000102409.10|BEX4	285	243	197	281	191	167	223	171	427	284	380	305
ENSG00000102445.18|RUBCNL	15	13	8	6	9	7	10	5	23	8	24	16
ENSG00000102452.17|NALCN	9	10	7	17	10	8	7	7	281	232.94	241	202.96
ENSG00000102466.15|FGF14	5	8	10	6	6	8	7	1.31	22.18	17.32	24.62	21.16
ENSG00000102468.10|HTR2A	36	19	20	21	21	20	18	13	53	47	51	25
ENSG00000102471.14|NDFIP2	597	579	504	598	564	508	600	449	712	592	681	590
ENSG00000102531.16|FNDC3A	3523	2945.72	2837	3427	3069	3079	3276	2677	4871	3817	4494	3609
ENSG00000102543.14|CDADC1	198	178	135	193	182	198	198	153	237	195	209	198
ENSG00000102547.19|CAB39L	492	398	321	368	338	290	394	238	325	231	296	200
ENSG00000102554.14|KLF5	70	54	55	68	40	56	36	56	154	152	153	168
ENSG00000102572.14|STK24	2596.15	2028.53	1933.75	2192.09	2091.35	1861.56	2216.65	1624.15	2406.76	2071.66	2240.33	1916.04
ENSG00000102575.11|ACP5	43	36	32	64	118	119	159	130	29	44	30	25
ENSG00000102580.15|DNAJC3	2214	1749	1862	2034	1916	1735	2036	1518	2176	1706	2068	1590
ENSG00000102595.20|UGGT2	1027	696	716	760	964	678	941	635	915	700	827	601
ENSG00000102606.18|ARHGEF7	2854	2334	2269	2569	2459	2388	2642	2256	2646	2210	2639	2168
ENSG00000102683.7|SGCG	208	146	161	190	192	209	217	173	498	403	451	328
ENSG00000102699.6|PARP4	3502	3097.24	2650.91	3554.21	3201.5	3091.36	3408.41	2897.72	3679.07	3169.84	3259.06	2987.99
ENSG00000102710.20|SUPT20H	2243.45	1897.01	1696.6	2004.5	1643.31	1636.78	1848.38	1466.52	2106.76	1757.9	1793.54	1671.54
ENSG00000102738.7|MRPS31	395	303	247	312	259	233	239	220	324	300	280	233
ENSG00000102743.15|SLC25A15	529.61	376.42	366.1	492.66	348	357	436	315	365.69	407.83	398.95	336.9
ENSG00000102753.10|KPNA3	1298	1040	978	1199	1020	947	1083	885	1654	1401	1511	1240
ENSG00000102755.12|FLT1	102	97	89	108	76	66	62	69	352	353	342	371
ENSG00000102760.13|RGCC	14	5	6	5	11	10	12	7	3	3	7	4
ENSG00000102763.18|VWA8	815	590	620	751	644	544	681	445	783	607	834	582
ENSG00000102780.16|DGKH	557	487	390	459	704	564	617	590	786	591	744	565
ENSG00000102781.14|KATNAL1	1329	1257	1067	1441	1257	1288	1262	1238	1961	1757	1848	1694
ENSG00000102786.15|INTS6	1395.7	1253.83	1067.24	1240	1180.86	1068	1247.93	1009.69	1496.73	1293	1407	1224.98
ENSG00000102796.11|DHRS12	127	134	88	128	85	100	98	113	115	102	100	106
ENSG00000102804.15|TSC22D1	3041.53	2685.45	2423.9	3088.72	2413.39	2300.41	2619.47	2237.43	4282.62	3662.7	3773.72	3409.73
ENSG00000102805.15|CLN5	967.83	787.49	744.4	878.53	752.52	688.51	804.9	541.4	723.05	547.59	671.6	541.23
ENSG00000102858.13|MGRN1	814	802	697	925	759	662	704	640	525	659	677	665
ENSG00000102870.6|ZNF629	753	679	642	832	706	620	708	598	739	725	814	840
ENSG00000102871.16|TRADD	157	138	123	153	114	112	118	86	148	156	169	177
ENSG00000102878.16|HSF4	502.79	499.81	406.21	538.46	368.56	330.53	421.54	304.35	363.64	395.1	456.38	400.34
ENSG00000102879.15|CORO1A	76.38	84	68	107	64	89	50.22	68	81.22	141	126	123
ENSG00000102882.12|MAPK3	1257	1361	1051	1352	1033	962	1070	895	1135	1297	1388	1177
ENSG00000102886.15|GDPD3	20	23.86	24.91	35.72	29	23	26.89	28.74	26	29.89	17.74	30
ENSG00000102890.15|ELMO3	24	23	46	41	31	28	31	22	17	18	32	22
ENSG00000102893.16|PHKB	1585.19	1247	1265	1393	1319	1115	1459.1	1091	1790.12	1292	1577	1253
ENSG00000102897.10|LYRM1	306	215	212	242	219	161	247	163	191	167	161	152
ENSG00000102898.12|NUTF2	1527	1203	1066	1278	1085	1039	1222	1001	1430	1360	1353	1307
ENSG00000102900.13|NUP93	1492	1260	1107	1446	1212	1179	1454	1061	1696	1559	1641	1495
ENSG00000102901.13|CENPT	1160	1153	967	1232	954	895	976	858.44	1022	1067	1076	1057
ENSG00000102904.14|TSNAXIP1	38	25	27	44	22	23	25	30.56	18	13	27	16
ENSG00000102908.21|NFAT5	1292.27	1145.78	1016.82	1091.61	1356.17	1091.57	1246.41	1092.28	1269.34	911.47	1128.9	856.97
ENSG00000102910.13|LONP2	2112.27	1782.51	1764.08	1905.99	1805.7	1519.12	1887.75	1423.8	1717.15	1202.89	1576.5	1254.49
ENSG00000102921.8|AC026470.1	922	802	725	849	765	666	750	646	703	646	716	592
ENSG00000102924.12|CBLN1	1540	1062	1174	1001	1238	887	1393	594	31	13	17	5
ENSG00000102931.8|ARL2BP	2184.23	1757.37	1634.5	2121.78	1717.26	1719.2	1980.93	1520.66	1953.08	1782.93	1876.5	1706.97
ENSG00000102934.10|PLLP	202.77	163.63	153.5	257.22	149.74	177.8	208.07	186.34	135.92	126.07	100.5	146.03
ENSG00000102967.12|DHODH	301	244	243	268	233	211	211	160	189	192	210	168
ENSG00000102974.16|CTCF	1819.83	1563	1512.42	1732	1482.28	1381.82	1521.66	1280.5	1360	1354.04	1321.62	1285.52
ENSG00000102977.15|ACD	289	311	278	338	266	222	284	224	267	351	345	363
ENSG00000102978.13|POLR2C	1218	1026	869	1036	849	802	1001	682	981	871	848	853
ENSG00000102981.9|PARD6A	164	182	165	224	156	148	152	114	126	187	179	198
ENSG00000102984.15|ZNF821	186	166.82	135.21	199.48	104.54	148	150.32	133.06	176	157.79	171.85	128.82
ENSG00000102996.5|MMP15	216	181	184	204	176	166	179	119	123	178	175	194
ENSG00000103005.11|USB1	1021	939	808	1116	882	845	978	844	1012	964	1074	1029
ENSG00000103018.16|CYB5B	4183	3295	3030	3700	3469	3307	3840	2927	4459	4038	4303	3959
ENSG00000103021.9|CCDC113	231	258	188	249	194	184	222	215	209	169	226	180
ENSG00000103024.7|NME3	182	195	198	235	122	128	171	110	110	145	168	164
ENSG00000103034.14|NDRG4	1210	1188	985	1304	1081	938	1095	857	1088	1054	1240	1044
ENSG00000103035.11|PSMD7	1974.87	1662.93	1515.3	1963.35	1556.62	1591.46	1631.76	1266.96	1898.45	1966.5	1943.48	1787
ENSG00000103037.11|SETD6	475.6	358.74	327.15	401.55	341.05	283.06	347.69	269.12	354.25	309.39	316.14	266.47
ENSG00000103042.9|SLC38A7	984	847	802	1051	704	644	758	567	1181	966	1136	965
ENSG00000103043.15|VAC14	1024	951	917	1170	815	705	859	720	860	896	1047	964
ENSG00000103044.11|HAS3	743.51	604	612.48	895	724	716	801	830.34	800.21	772.32	763.24	867.24
ENSG00000103047.8|TANGO6	422.65	326	317	378	380	274	362	296.76	387	323.76	391	331
ENSG00000103051.19|COG4	2462	2249	1872	2258	1862	1773	2001	1645	1550	1381	1625	1344
ENSG00000103056.12|SMPD3	64.42	46.33	51.4	54.16	65.43	33.43	61.35	45.52	33.84	27.17	42.14	30
ENSG00000103061.13|SLC7A6OS	595.76	523.68	484.01	674.25	525.81	495.61	591.77	463.26	471.65	486.78	486.34	450.67
ENSG00000103064.15|SLC7A6	473.24	428.54	364.01	356.32	410.87	396.92	403.98	332.02	595.13	505.03	595.72	569.44
ENSG00000103066.13|PLA2G15	288	234	255	298	256	215	256	231	385	338	408	324
ENSG00000103089.9|FA2H	16	14	8	18	4	13	11	5	18	9	15	15
ENSG00000103091.15|WDR59	789	738	620	681	632	574	675	505	732	549	678	518
ENSG00000103111.14|MON1B	1654.64	1439.8	1381.88	1741.76	1527.3	1436.76	1602.64	1339.67	1539.34	1438.8	1541.65	1524.97
ENSG00000103121.8|CMC2	595.87	488.61	485.39	550.83	536.31	488.06	572.31	430.42	628.8	549.9	574.06	585.02
ENSG00000103126.15|AXIN1	775	662	602	840	647	555	627	559	480	627	607	666
