ensid_gene	gene	fc	log2fc	pvalue	fdr	gsea_ranking_score
ENSG00000000003.14|TSPAN6	TSPAN6	1.09013057835161	0.124500954687784	0.230621532944162	0.722400451069801	0.637100145427107
ENSG00000000419.12|DPM1	DPM1	-1.11589642574151	-0.158203126626314	0.101637409216962	0.535573548544584	-0.992946413841242
ENSG00000000457.14|SCYL3	SCYL3	-1.14209960523962	-0.191688477074529	0.27136061083542	0.760048106070794	-0.566453191821104
ENSG00000000460.17|C1orf112	C1orf112	-1.02996340992791	-0.0425930857063557	0.72460275300264	0.947746500196717	-0.139900020271694
ENSG00000001036.13|FUCA2	FUCA2	1.06933020723664	0.096707423480542	0.273728193510848	0.763322137328114	0.562680468736769
ENSG00000001084.12|GCLC	GCLC	1.00735638316132	0.0105741711900073	0.937720196405463	0.991949548826656	0.0279267301549401
ENSG00000001167.14|NFYA	NFYA	-1.09856217190682	-0.135616519796237	0.108965340863329	0.553090829547207	-0.962711618255934
ENSG00000001460.18|STPG1	STPG1	1.10245982096664	0.140726077870372	0.480486596881496	0.883130954388124	0.318318722421227
ENSG00000001461.17|NIPAL3	NIPAL3	1.27955024284711	0.355636797383802	0.000448619618302527	0.0184872574336027	3.34812173847879
ENSG00000001497.16|LAS1L	LAS1L	-1.00155917472472	-0.002247661849455	0.980165573889811	0.997777530441573	-0.00870055517193734
ENSG00000001629.10|ANKIB1	ANKIB1	-1.13650413976899	-0.18460293924886	0.0178406317046645	0.232670904276213	-1.74858977210155
ENSG00000001630.17|CYP51A1	CYP51A1	-1.01444997281482	-0.0206977209333492	0.781720038011615	0.958128160654449	-0.1069487555287
ENSG00000001631.15|KRIT1	KRIT1	-1.016454999519	-0.0235463456225241	0.787257750968012	0.958851039860439	-0.103883054812008
ENSG00000002016.17|RAD52	RAD52	-1.03660488360879	-0.0518660956147096	0.685255494938606	0.936863790605947	-0.164147473246404
ENSG00000002330.13|BAD	BAD	1.07936506812542	0.110182902727325	0.536475298566568	0.902392870758386	0.270450269864299
ENSG00000002549.12|LAP3	LAP3	1.11478387417386	0.156764038503711	0.1509236130363	0.624072154358089	0.821242806552504
ENSG00000002586.20|CD99	CD99	-1.227167595095	-0.295332292277966	0.000107291035073112	0.00617002926511191	-3.96943656490203
ENSG00000002586.20|PAR|Y|CD99	CD99	-1.227167595095	-0.295332292277966	0.000107291035073112	0.00617002926511191	-3.96943656490203
ENSG00000002587.10|HS3ST1	HS3ST1	1.4308225743905	0.516844785330249	0.0117548861449524	0.182883884942561	1.92978157299233
ENSG00000002746.15|HECW1	HECW1	1.19686606239108	0.259261713738618	0.18541256199839	0.672899684028294	0.731860845047156
ENSG00000002822.15|MAD1L1	MAD1L1	-1.18237647462039	-0.241689470024519	0.0819714012111494	0.489573775710611	-1.08633764106235
ENSG00000002834.18|LASP1	LASP1	1.0423590305964	0.0598522857215183	0.392559730151537	0.838929481293889	0.406094253564279
ENSG00000002919.14|SNX11	SNX11	1.05893840788439	0.0826186788261062	0.557100102047439	0.909053211753326	0.254066761988168
ENSG00000003056.8|M6PR	M6PR	-1.08737445692807	-0.120848843883175	0.0933767430149759	0.515885505281377	-1.02976127835223
ENSG00000003096.14|KLHL13	KLHL13	-1.24478842249083	-0.31590054730312	0.00839515396177376	0.146792564532136	-2.07597133476886
ENSG00000003137.8|CYP26B1	CYP26B1	1.39171870154317	0.476867638701369	0.303926262309005	0.783507068715245	0.517231770854279
ENSG00000003147.19|ICA1	ICA1	1.22107928796767	0.288156881442363	0.102841017110279	0.537715812419695	0.987833636782216
