ensid_gene	gene	fc	log2fc	pvalue	fdr	gsea_ranking_score
ENSG00000000003.14|TSPAN6	TSPAN6	1.09823566721105	0.135187671314609	0.0415560138305582	0.299659383475881	1.3813661178622
ENSG00000000419.12|DPM1	DPM1	-1.13446648980403	-0.182013994900468	0.0146209361431884	0.189195657752565	-1.83502481966235
ENSG00000000457.14|SCYL3	SCYL3	-1.01586362589312	-0.022706741230976	0.837458626044395	0.949372846932457	-0.0770366397233145
ENSG00000000460.17|C1orf112	C1orf112	-1.04523836298967	-0.0638319814346263	0.466967051134421	0.778025562611232	-0.330713761864998
ENSG00000001036.13|FUCA2	FUCA2	1.02993272707953	0.042550106846976	0.51441111946952	0.805042071328401	0.288689652307666
ENSG00000001084.12|GCLC	GCLC	1.01791845476039	0.0256219920374582	0.774340201276812	0.925954515102031	0.111068192964979
ENSG00000001167.14|NFYA	NFYA	-1.13794760675679	-0.186434134786651	0.00930870381877582	0.155011735857193	-2.03111078771289
ENSG00000001460.18|STPG1	STPG1	1.14862721543509	0.199910650284328	0.226087131354392	0.592171479748524	0.645724156543752
ENSG00000001461.17|NIPAL3	NIPAL3	1.35137008328579	0.434422822114177	0.00192692411123237	0.0782331189160341	2.71513538898856
ENSG00000001497.16|LAS1L	LAS1L	-1.03306271089276	-0.0469278340170281	0.415931620399956	0.749895754899982	-0.380978061978882
ENSG00000001629.10|ANKIB1	ANKIB1	-1.10602279790612	-0.145381123445238	0.0285492094897906	0.257986815166883	-1.54440591260114
ENSG00000001630.17|CYP51A1	CYP51A1	-1.02715170247956	-0.0386492724566439	0.636061123393342	0.873911391193559	-0.196501148067101
ENSG00000001631.15|KRIT1	KRIT1	-1.01813610057528	-0.025930428310127	0.727116959389176	0.910682605741948	-0.138395725685884
ENSG00000002016.17|RAD52	RAD52	-1.04744586476774	-0.0668756829228819	0.4221006693539	0.753918572726794	-0.374583959154584
ENSG00000002330.13|BAD	BAD	1.14213872260157	0.191737889102536	0.175655545331313	0.536290971449321	0.755338135261225
ENSG00000002549.12|LAP3	LAP3	1.09359038572029	0.12907246468552	0.0755683207568067	0.383422065584048	1.12166022835991
ENSG00000002586.20|CD99	CD99	-1.23776244852433	-0.307734458961961	0.000112532558532046	0.0182752875056042	-3.94872180692969
ENSG00000002586.20|PAR|Y|CD99	CD99	-1.23776244852433	-0.307734458961961	0.000112532558532046	0.0182752875056042	-3.94872180692969
ENSG00000002587.10|HS3ST1	HS3ST1	1.34875983033177	0.431633474722904	0.0133820930361666	0.181139544221466	1.87347595510572
ENSG00000002746.15|HECW1	HECW1	1.16068554690787	0.214977169995158	0.114515246731201	0.451807956330503	0.941136686857674
ENSG00000002822.15|MAD1L1	MAD1L1	-1.10831277515202	-0.148365079476455	0.252520464808305	0.619454886315907	-0.597703419948611
ENSG00000002834.18|LASP1	LASP1	-1.012114893612	-0.0173730716880659	0.74507006271999	0.916728097950882	-0.127802886416819
ENSG00000002919.14|SNX11	SNX11	1.06719165131487	0.0938192854153627	0.303447238555532	0.665943669478627	0.51791681034208
ENSG00000003056.8|M6PR	M6PR	-1.08278300060145	-0.114744142923637	0.0178640622098271	0.209650544929186	-1.74801977754647
ENSG00000003096.14|KLHL13	KLHL13	-1.1462861744021	-0.196967262986765	0.110197124454368	0.445702411336783	-0.957829738060407
ENSG00000003137.8|CYP26B1	CYP26B1	1.40231655282112	0.487812053796341	0.126417689676395	0.471236473233322	0.898192150805925
ENSG00000003147.19|ICA1	ICA1	1.16102118176997	0.21539429309558	0.0712174324942964	0.374699061676255	1.1474136874107
ENSG00000003249.13|DBNDD1	DBNDD1	1.27941666261904	0.355486177590826	3.03897287878657e-05	0.0095964010239016	4.51727317574957
ENSG00000003393.15|ALS2	ALS2	-1.06105027853526	-0.0854930208849736	0.22328986382218	0.588429854785741	-0.651130991151621
ENSG00000003402.20|CFLAR	CFLAR	1.15022335903626	0.201914041764896	0.0434218412747324	0.303745891737284	1.36229176451814
ENSG00000003436.16|TFPI	TFPI	1.01699916553914	0.0243184954461157	0.882810021609543	0.963620310362689	0.0541327453959507
ENSG00000003509.16|NDUFAF7	NDUFAF7	-1.08366664738384	-0.11592102963572	0.289270570292569	0.652229602987142	-0.538695748203665
ENSG00000003756.16|RBM5	RBM5	-1.06898434722767	-0.0962407283228141	0.119492027055672	0.461153076187384	-0.922661071462641
ENSG00000003987.14|MTMR7	MTMR7	-1.28266676856269	-0.359146412995596	0.336955429020476	0.695245314752564	-0.472427541890171
ENSG00000004059.11|ARF5	ARF5	-1.02807214263359	-0.0399415059402085	0.489580020989251	0.79145555956564	-0.310176313393465
ENSG00000004139.14|SARM1	SARM1	1.12968776438942	0.175924079708688	0.015823941744527	0.196097278072438	1.80068532458897
ENSG00000004142.12|POLDIP2	POLDIP2	1.01330835696307	0.0190732633461237	0.705427695611863	0.902444252271029	0.151547493611984
ENSG00000004399.12|PLXND1	PLXND1	1.00139627254439	0.00201299046068335	0.979141129680027	0.993473434684269	0.00915470612957929
ENSG00000004455.16|AK2	AK2	-1.11938198250386	-0.162702431511988	0.00143623657171866	0.0691219872236985	-2.84277401877764
ENSG00000004478.8|FKBP4	FKBP4	1.09947062606133	0.136809061035316	0.0507791929877961	0.324819097903795	1.29431420546568
ENSG00000004487.16|KDM1A	KDM1A	-1.03528266352707	-0.0500247209547189	0.461685986843885	0.77454700095648	-0.335653307014232
ENSG00000004534.15|RBM6	RBM6	-1.172331100374	-0.229380086318475	0.00141843422237091	0.0691061153139108	-2.84819079911642
ENSG00000004660.14|CAMKK1	CAMKK1	-1.04955076306844	-0.0697719463880434	0.63074011792861	0.87151612437555	-0.200149545031861
ENSG00000004700.16|RECQL	RECQL	-1.02804133470043	-0.039898272477771	0.403537816249776	0.740859435848927	-0.394115760522958
ENSG00000004766.17|VPS50	VPS50	-1.00544425863095	-0.00783310150817823	0.927814911532054	0.977907378916269	-0.0325386519249897
ENSG00000004776.13|HSPB6	HSPB6	1.10390371885588	0.142614347490613	0.39745737054746	0.738042369876433	0.400709444941645
ENSG00000004777.18|ARHGAP33	ARHGAP33	-1.1287114517605	-0.174676717005256	0.238970745809726	0.605037736829614	-0.621655261022697
ENSG00000004779.10|NDUFAB1	NDUFAB1	-1.05799753955263	-0.0813362723674916	0.181836365773125	0.542700291034967	-0.740319257113981
ENSG00000004838.14|ZMYND10	ZMYND10	-1.02981756266953	-0.0423887794043258	0.75873402473066	0.920849294641082	-0.119910439961972
ENSG00000004864.13|SLC25A13	SLC25A13	-1.00392809772977	-0.00565594581922809	0.922612522583052	0.975773040692563	-0.0349806550260285
ENSG00000004866.20|ST7	ST7	-1.1705048890975	-0.227130960474693	0.034372183613807	0.27426975899983	-1.46379287690254
ENSG00000004897.12|CDC27	CDC27	-1.07675984013018	-0.106696507923533	0.175974692381809	0.536321797049974	-0.754549785306415
ENSG00000004961.15|HCCS	HCCS	1.01258679564562	0.0180455764225932	0.815503391579661	0.941755643587728	0.0885742284418918
ENSG00000004975.12|DVL2	DVL2	-1.01648592289159	-0.0235902357285161	0.729010832923389	0.91150247279564	-0.13726601812387
ENSG00000005007.12|UPF1	UPF1	1.04576511887764	0.0645588555216364	0.198497653101725	0.562723521311823	0.702244623666588
ENSG00000005020.13|SKAP2	SKAP2	-1.00997325379774	-0.0143170879035259	0.823209335883375	0.945213493736671	-0.0844897129545128
ENSG00000005022.6|SLC25A5	SLC25A5	-1.05847845922177	-0.0819919097893932	0.168244978784147	0.526953050721013	-0.774057888286025
ENSG00000005059.16|MCUB	MCUB	-1.35714489574066	-0.440574758492207	0.000360725418126183	0.0372793323023496	-3.44282325451277
ENSG00000005073.5|HOXA11	HOXA11	-1.01286744302905	-0.0184453767075538	0.94932062965129	0.984266994564921	-0.0225870813867881
ENSG00000005075.15|POLR2J	POLR2J	-1.12499038959102	-0.169912677043556	0.00486310898090016	0.116958428783059	-2.31308599790597
ENSG00000005100.13|DHX33	DHX33	1.03013436136679	0.0428325217147866	0.464864352151495	0.776729935724803	0.33267375615609
ENSG00000005156.11|LIG3	LIG3	-1.06377787656587	-0.0891969385917324	0.289997089863803	0.65280929060826	-0.537606360247366
ENSG00000005175.10|RPAP3	RPAP3	1.03162738300192	0.0449219729244978	0.486540020344484	0.789282942645367	0.312881431038111
ENSG00000005189.19|REXO5	REXO5	-1.12791164966106	-0.173654064555987	0.369738684653253	0.719806376379413	-0.432105108116325
ENSG00000005194.15|CIAPIN1	CIAPIN1	1.11116339321952	0.152070976272666	0.00926833809136579	0.154812397145095	2.03299813235547
ENSG00000005206.17|SPPL2B	SPPL2B	1.10637059218461	0.145834714643999	0.127870969451902	0.473394652864489	0.89322804221339
ENSG00000005238.19|FAM214B	FAM214B	1.0713245236442	0.0993955648067101	0.279006492632565	0.644052891887166	0.554385690340426
ENSG00000005243.10|COPZ2	COPZ2	-1.01539382321625	-0.0220393890895799	0.865395088559501	0.959337875576226	-0.0627855739137675
ENSG00000005249.13|PRKAR2B	PRKAR2B	-1.06634953112901	-0.0926804063638939	0.472433038528879	0.78205302135661	-0.325659738600738
ENSG00000005302.18|MSL3	MSL3	1.09379695017098	0.129344944556479	0.0652159687419895	0.362537329421952	1.18564605016696
ENSG00000005339.14|CREBBP	CREBBP	-1.02755389003562	-0.0392140579929785	0.548058837000315	0.826666805923064	-0.261172815214687
