ensid_gene	gene	fc	log2fc	pvalue	fdr	gsea_ranking_score
ENSG00000000003.14|TSPAN6	TSPAN6	-1.03826925308956	-0.0541806245479712	0.687816426173002	0.999961314393687	-0.162527456732805
ENSG00000000419.12|DPM1	DPM1	-1.07767653946252	-0.107924223601834	0.0651035562302016	0.999961314393687	-1.18639528779172
ENSG00000000457.14|SCYL3	SCYL3	-1.07415102744704	-0.103196852942092	0.607860322139427	0.999961314393687	-0.216196204104111
ENSG00000000460.17|C1orf112	C1orf112	1.0405022848729	0.0572801331378212	0.550888422779484	0.999961314393687	0.258936354466065
ENSG00000001036.13|FUCA2	FUCA2	1.12856400190357	0.17448823741378	0.906070874404566	0.999961314393687	0.0428378297415825
ENSG00000001084.12|GCLC	GCLC	-1.08945056452605	-0.123600733460504	0.174422953722078	0.999961314393687	-0.758396363331894
ENSG00000001167.14|NFYA	NFYA	-1.10019307289389	-0.137756724535535	0.0354854759035342	0.999961314393687	-1.44994936597707
ENSG00000001460.18|STPG1	STPG1	1.24766638511388	0.319232221953116	0.664502027135674	0.999961314393687	0.177503689856698
ENSG00000001461.17|NIPAL3	NIPAL3	1.18268288104142	0.242063288149241	0.55089572500465	0.999961314393687	0.258930597773882
ENSG00000001497.16|LAS1L	LAS1L	-1.00847638837909	-0.0121773062937933	0.930912218165717	0.999961314393687	-0.0310912695703501
ENSG00000001561.7|ENPP4	ENPP4	-1.00410872069766	-0.00591548673835396	0.996858038250865	0.999961314393687	-0.00136668481178842
ENSG00000001617.12|SEMA3F	SEMA3F	1.56403449138475	0.645272328502711	0.17016477591641	0.999961314393687	0.769130333842072
ENSG00000001629.10|ANKIB1	ANKIB1	-1.06495850960164	-0.0907972246689832	0.249554313935288	0.999961314393687	-0.60283491827593
ENSG00000001630.17|CYP51A1	CYP51A1	-1.04044335544932	-0.0571984229907212	0.817861263498653	0.999961314393687	-0.0873203608850333
ENSG00000001631.15|KRIT1	KRIT1	-1.01995203799183	-0.028501312806374	0.835663283276008	0.999961314393687	-0.0779686791071193
ENSG00000002016.17|RAD52	RAD52	-1.01354522819173	-0.019410468708152	0.883318399130346	0.999961314393687	-0.0538827233075073
ENSG00000002079.14|MYH16	MYH16	-1.0720702857733	-0.100399493120822	0.852889319463352	0.999961314393687	-0.0691073241256831
ENSG00000002330.13|BAD	BAD	1.12924402187409	0.175357276285562	0.427891984359777	0.999961314393687	0.368665849017174
ENSG00000002549.12|LAP3	LAP3	1.0156979350211	0.0224714134865458	0.913983259940494	0.999961314393687	0.0390617585134855
ENSG00000002586.20|CD99	CD99	-1.1172577633677	-0.15996206946613	0.681330178011199	0.999961314393687	-0.166642374522395
ENSG00000002586.20|PAR|Y|CD99	PAR	-1.1172577633677	-0.15996206946613	0.681330178011199	0.999961314393687	-0.166642374522395
ENSG00000002587.10|HS3ST1	HS3ST1	-1.05042132662	-0.0709681125625592	0.956849575076225	0.999961314393687	-0.0191563316580394
ENSG00000002746.15|HECW1	HECW1	-1.17399903486709	-0.231431222423236	0.818770235954086	0.999961314393687	-0.0868379532540936
ENSG00000002822.15|MAD1L1	MAD1L1	-1.02743780737335	-0.039051067668904	0.796063758223556	0.999961314393687	-0.0990521474183973
ENSG00000002834.18|LASP1	LASP1	1.06988708288507	0.0974585409647082	0.585628394918339	0.999961314393687	0.232377874133094
ENSG00000002919.14|SNX11	SNX11	1.02283308963046	0.0325707390140391	0.758403660327445	0.999961314393687	0.120099579604358
ENSG00000003056.8|M6PR	M6PR	-1.02444298030318	-0.0348396873036645	0.836958364445032	0.999961314393687	-0.0772961459990033
ENSG00000003096.14|KLHL13	KLHL13	-1.12952340413325	-0.175714164203469	0.595037558400471	0.999961314393687	-0.225455621008795
ENSG00000003137.8|CYP26B1	CYP26B1	1.06052880326487	0.0847838040491338	0.922918059560145	0.999961314393687	0.0348368557027713
ENSG00000003147.19|ICA1	ICA1	1.00252416880613	0.00363701752452217	0.992401697844972	0.999961314393687	0.00331250138887353
ENSG00000003249.13|DBNDD1	DBNDD1	1.15232796253183	0.204551378742553	0.443079820693225	0.999961314393687	0.353518028711659
ENSG00000003393.15|ALS2	ALS2	1.00239891068869	0.00345675199021578	0.989845998452127	0.999961314393687	0.00443236825595788
ENSG00000003400.14|CASP10	CASP10	1.22486768301537	0.292625909743889	0.597848054019947	0.999961314393687	0.22340918003454
ENSG00000003402.20|CFLAR	CFLAR	1.06978849784024	0.0973255973010474	0.577436679616572	0.999961314393687	0.238495632562807
ENSG00000003436.16|TFPI	TFPI	1.02395333841061	0.0341499731724437	0.981907968809088	0.999961314393687	0.00792921538146768
ENSG00000003509.16|NDUFAF7	NDUFAF7	-1.0391384230486	-0.0553878476435274	0.620972723206547	0.999961314393687	-0.206927476185825
ENSG00000003756.16|RBM5	RBM5	-1.00095992610106	-0.00138421635914643	0.98836438217791	0.999961314393687	-0.00508291371745942
ENSG00000003987.14|MTMR7	MTMR7	-1.04911370939841	-0.0691710545544624	0.748966791429508	0.999961314393687	-0.125537438133175
ENSG00000003989.17|SLC7A2	SLC7A2	-1.05564919957197	-0.0781304955688043	0.943981670317046	0.999961314393687	-0.0250364384958372
ENSG00000004059.11|ARF5	ARF5	1.01628601715596	0.0233064822894979	0.810200933263743	0.999961314393687	0.0914072608919266
ENSG00000004139.14|SARM1	SARM1	1.06610638917301	0.0923514150892499	0.168010595365409	0.999961314393687	0.774663329204888
ENSG00000004142.12|POLDIP2	POLDIP2	1.0124564193799	0.0178598093329123	0.795374264344307	0.999961314393687	0.0994284654421638
ENSG00000004399.12|PLXND1	PLXND1	1.0862679872622	0.119380066493409	0.836246499760733	0.999961314393687	0.0776656870271464
