ensid_gene	gene	fc	log2fc	pvalue	fdr	gsea_ranking_score
ENSG00000000003.14|TSPAN6	TSPAN6	-1.33213007322327	-0.41373495840934	0.000421092010035541	0.0176037001268516	-3.37562299897488
ENSG00000000419.12|DPM1	DPM1	-1.00565738096215	-0.00813887474751152	0.914095478363841	0.968331056808173	-0.039008439319878
ENSG00000000457.14|SCYL3	SCYL3	-1.05751028709375	-0.0806716974510966	0.508792494024488	0.766093998323255	-0.293459304253886
ENSG00000000460.17|C1orf112	C1orf112	1.23458180604106	0.304022435718844	0.00626017936635651	0.0809467953943131	2.20341322322681
ENSG00000001036.13|FUCA2	FUCA2	1.01336157856721	0.0191490354716608	0.769808295215329	0.905229530234401	0.113617413393632
ENSG00000001084.12|GCLC	GCLC	-1.09388525656192	-0.129461414116794	0.237780643692601	0.544107795605381	-0.623823501608156
ENSG00000001167.14|NFYA	NFYA	-1.14034978138448	-0.189476412520012	0.0493666324651435	0.248297904273656	-1.30656649708038
ENSG00000001461.17|NIPAL3	NIPAL3	1.08521890886263	0.117986090480924	0.302682544311596	0.60630839222837	0.519012624064051
ENSG00000001497.16|LAS1L	LAS1L	-1.08666114917528	-0.119902138510346	0.0811327497781733	0.321075884576219	-1.0908038045195
ENSG00000001617.12|SEMA3F	SEMA3F	1.63448078316029	0.708832415219387	0.160047663836426	0.447587973593312	0.795750660728557
ENSG00000001629.10|ANKIB1	ANKIB1	-1.03951616096763	-0.0559121874089961	0.363567206188844	0.659267394224651	-0.439415297104441
ENSG00000001630.17|CYP51A1	CYP51A1	-1.00341637057206	-0.0049203807377376	0.947971910993661	0.981489676954046	-0.0232045308910308
ENSG00000001631.15|KRIT1	KRIT1	-1.05798135452151	-0.081314202143445	0.247180636065392	0.554907993415234	-0.606985554535253
ENSG00000002016.17|RAD52	RAD52	-1.07141027712854	-0.099511039784407	0.38364765498731	0.676399368155171	-0.416067452042119
