ensid_gene	gene	fc	log2fc	pvalue	fdr	gsea_ranking_score
ENSG00000000003.14|TSPAN6	TSPAN6	1.10384431311564	0.142536707863612	0.174600127617368	0.999469199803276	0.757955443199187
ENSG00000000419.12|DPM1	DPM1	-1.11098610075652	-0.151840767676531	0.136556859947747	0.999469199803276	-0.864686478148779
ENSG00000000457.14|SCYL3	SCYL3	1.0384316139616	0.0544062104560004	0.751056938239824	0.999469199803276	0.124327137528431
ENSG00000000460.17|C1orf112	C1orf112	1.02457146921269	0.0350206233754912	0.759994037148802	0.999469199803276	0.119189815144907
ENSG00000001036.13|FUCA2	FUCA2	-1.01534529713373	-0.0219704404610613	0.783418190915061	0.999469199803276	-0.106006348383877
ENSG00000001084.12|GCLC	GCLC	-1.00998649460108	-0.0143360015886338	0.91742614616056	0.999469199803276	-0.0374288868643317
ENSG00000001167.14|NFYA	NFYA	-1.11375052407028	-0.155426110600999	0.104316961927773	0.982483082944975	-0.98164506959161
ENSG00000001460.18|STPG1	STPG1	-1.0487102186148	-0.0686160850434665	0.752891674674762	0.999469199803276	-0.12326750517412
ENSG00000001461.17|NIPAL3	NIPAL3	1.14421352927166	0.194356308126083	0.0572089888207847	0.844285053857304	1.24253572839994
ENSG00000001497.16|LAS1L	LAS1L	-1.04658523614636	-0.0656898125568969	0.444538187830794	0.999469199803276	-0.352090925240862
ENSG00000001629.10|ANKIB1	ANKIB1	-1.04929986052687	-0.069427018692744	0.38664566845663	0.999469199803276	-0.412686850805785
ENSG00000001630.17|CYP51A1	CYP51A1	1.05354085937573	0.0752462671458602	0.232289937759978	0.999469199803276	0.633969602382133
ENSG00000001631.15|KRIT1	KRIT1	1.03162956671769	0.0449250267718683	0.609811917807238	0.999469199803276	0.214804092290509
ENSG00000002016.17|RAD52	RAD52	-1.14047860277506	-0.189639379609379	0.150860922154767	0.999469199803276	-0.821423241936908
ENSG00000002330.13|BAD	BAD	1.15000928538203	0.201645509796198	0.223080106090607	0.999469199803276	0.651539157642221
ENSG00000002549.12|LAP3	LAP3	1.09473026195356	0.130575438154647	0.217814904962501	0.999469199803276	0.661912405014195
ENSG00000002586.20|CD99	CD99	-1.21801241819587	-0.284528842257601	0.000552131105569612	0.0854584185735982	-3.25795778519693
ENSG00000002586.20|PAR|Y|CD99	CD99	-1.21801241819587	-0.284528842257601	0.000552131105569612	0.0854584185735982	-3.25795778519693
ENSG00000002587.10|HS3ST1	HS3ST1	1.10641886533782	0.145897660929748	0.541424599101673	0.999469199803276	0.266462016368577
ENSG00000002746.15|HECW1	HECW1	1.13071563130754	0.17723614516612	0.429219736759588	0.999469199803276	0.367320316135947
ENSG00000002822.15|MAD1L1	MAD1L1	1.0136853834804	0.0196099539952058	0.897179734372052	0.999469199803276	0.0471205448859841
ENSG00000002834.18|LASP1	LASP1	-1.02406162921812	-0.0343025410135765	0.622765594750461	0.999469199803276	-0.20567538843333
ENSG00000002919.14|SNX11	SNX11	-1.00306264052681	-0.00441170401143704	0.975563861041941	0.999469199803276	-0.0107442961409705
ENSG00000003056.8|M6PR	M6PR	-1.04506061062108	-0.0635866170494067	0.359228888264269	0.999469199803276	-0.444628745753923
ENSG00000003096.14|KLHL13	KLHL13	1.03530523469551	0.050056174159686	0.667833032049027	0.999469199803276	0.175332103877285
ENSG00000003137.8|CYP26B1	CYP26B1	1.06155482788937	0.0861788864400507	0.868275887671891	0.999469199803276	0.0613422593210333
ENSG00000003147.19|ICA1	ICA1	1.12480985767683	0.169681143156763	0.354268841198013	0.999469199803276	0.450667043237916
ENSG00000003249.13|DBNDD1	DBNDD1	1.26147774069763	0.335114749581379	0.000874706553012152	0.112346315879906	3.05813761987184
ENSG00000003393.15|ALS2	ALS2	-1.05933346107448	-0.0831567979346068	0.35643650188498	0.999469199803276	-0.448017827206754
ENSG00000003402.20|CFLAR	CFLAR	1.01938731918579	0.0277023118564537	0.763552663059832	0.999469199803276	0.117161003810522
